"SPECIES_CODE","COMMON_NAME","YEAR","HAUL","STATIONID","END_LATITUDE","END_LONGITUDE","WGTCPUE"
21720,"Pacific cod",2010,22,"J-11",57.98575,-161.4817,5524.63749888642592505253449459458043149
21720,"Pacific cod",2010,22,"G-10",56.9869,-162.17048,4425.845471254969237948115506264970247106
21720,"Pacific cod",2010,23,"L-09",58.65392,-162.69422,3529.333369385420151434603418937052490745
21720,"Pacific cod",2010,23,"F-10",56.648,-162.19852,568.240927176323409688975835312806349322
21720,"Pacific cod",2010,24,"K-09",58.32828,-162.72085,1941.637129549287818063027743545062195424
21720,"Pacific cod",2010,24,"E-10",56.32002,-162.19742,386.113093287975142754133773750592783081
21720,"Pacific cod",2010,25,"J-09",57.99568,-162.75722,8596.805388317814474725161989526661111926
21720,"Pacific cod",2010,25,"D-10",55.98628,-162.22795,4517.099551887660679564537882058438668179
21720,"Pacific cod",2010,26,"I-09",57.66167,-162.75808,261.80521064983091211675761557397198788
21720,"Pacific cod",2010,26,"B-08",55.34893,-163.41915,1119.377300426667992908928601675750344985
21720,"Pacific cod",2010,27,"H-09",57.31743,-162.75638,3836.065151036793022149567974857685063615
21720,"Pacific cod",2010,27,"C-08",55.68318,-163.40763,1707.947479862070758322340650481506455645
21720,"Pacific cod",2010,28,"G-09",56.9911,-162.78235,180.807810553020060841828251091250473275
21720,"Pacific cod",2010,28,"D-08",56.01248,-163.39035,5286.439602616973896219333318675934330665
21720,"Pacific cod",2010,29,"F-09",56.66612,-162.79245,17.89861465585147548415968290037950238573
21720,"Pacific cod",2010,29,"E-08",56.34627,-163.41623,3057.113257606587106276065748364327639172
21720,"Pacific cod",2010,30,"E-09",56.31873,-162.7977,1960.487429539794414475523953037449588492
21720,"Pacific cod",2010,30,"F-08",56.68575,-163.38218,554.585512403756495084490954984503239385
21720,"Pacific cod",2010,31,"D-09",55.96893,-162.80537,1287.619644670603641997323478064255643822
21720,"Pacific cod",2010,31,"G-08",57.01298,-163.3902,101.622590553163982177876216744626891419
21720,"Pacific cod",2010,32,"C-09",55.66117,-162.84343,863.191517149073953486753375971788794758
21720,"Pacific cod",2010,32,"H-08",57.34693,-163.38437,464.659127287009426955462911764410974857
21720,"Pacific cod",2010,33,"B-07",55.36408,-164.01295,1124.910080345239455317238622753731759144
21720,"Pacific cod",2010,33,"I-08",57.68048,-163.36745,1216.173078244825974463375631872106290745
21720,"Pacific cod",2010,34,"C-07",55.7001,-163.99813,2245.452195752120810051969960785217610747
21720,"Pacific cod",2010,34,"J-08",58.01585,-163.38577,3166.673785501374443586794358221796448108
21720,"Pacific cod",2010,35,"D-07",56.00915,-164.04222,2032.864743912999222144867716503740966949
21720,"Pacific cod",2010,35,"K-08",58.3454,-163.38475,1687.257258460859586678356005748166341941
21720,"Pacific cod",2010,36,"E-07",56.34403,-163.97398,6675.082768032453551353603496840219650266
21720,"Pacific cod",2010,36,"L-08",58.68087,-163.36392,1808.303897849620215422768063125943710324
21720,"Pacific cod",2010,37,"F-07",56.67068,-164.01152,1067.750766559127364077737453100697929683
21720,"Pacific cod",2010,37,"M-08",59.0029,-163.35743,11.20682308745641304614292668519683734113
21720,"Pacific cod",2010,38,"G-07",56.99945,-164.05048,189.123050315093812666236028164386940201
21720,"Pacific cod",2010,38,"N-07",59.32962,-164.00618,0
21720,"Pacific cod",2010,39,"H-07",57.34568,-164.00243,100.585751062738752853366293272241571568
21720,"Pacific cod",2010,39,"N-06",59.31513,-164.6538,0
21720,"Pacific cod",2010,40,"I-07",57.66602,-164.00573,2755.514770057903215349090056706249657119
21720,"Pacific cod",2010,40,"M-06",58.99237,-164.64578,5.66031240484057229954851445222924450664
21720,"Pacific cod",2010,41,"J-07",58.00725,-164.01332,4819.950311382908987334354241044760185871
21720,"Pacific cod",2010,41,"L-06",58.65477,-164.65048,5.31874182868639983319644892493954871744
21720,"Pacific cod",2010,42,"K-07",58.344,-164.0161,13778.8320279926124201067748594813001712
21720,"Pacific cod",2010,42,"L-07",58.67732,-164.01198,807.843959936821829038280207970037595481
21720,"Pacific cod",2010,43,"N-05",59.31518,-165.29395,0
21720,"Pacific cod",2010,43,"M-07",59.00995,-163.99995,0
21720,"Pacific cod",2010,44,"M-05",58.99975,-165.30213,4.85709165851398584926821055771172697784
21720,"Pacific cod",2010,44,"K-06",58.3243,-164.63552,9177.014482226620140124719502159949174887
21720,"Pacific cod",2010,45,"L-05",58.66437,-165.32953,584.403631841109401059765244711147131838
21720,"Pacific cod",2010,45,"J-06",57.99853,-164.61725,931.867827086483417058131255501499586914
21720,"Pacific cod",2010,46,"K-05",58.3231,-165.29098,621.951581946246242717835971350313127006
21720,"Pacific cod",2010,46,"I-06",57.65828,-164.62445,34.51607219746863134821826699210646377808
21720,"Pacific cod",2010,47,"J-05",57.99377,-165.24797,4009.047399393804174679038777372773807369
21720,"Pacific cod",2010,47,"H-06",57.31208,-164.62318,431.426988773808024224553274667920257863
21720,"Pacific cod",2010,48,"I-05",57.6514,-165.25,122.78826208477485222949057330413344307
21720,"Pacific cod",2010,48,"G-06",56.9885,-164.60595,668.652243455393061692274290699487549881
21720,"Pacific cod",2010,49,"H-05",57.32345,-165.23192,227.666124816998063571935156911098116332
21720,"Pacific cod",2010,49,"F-06",56.65053,-164.60733,991.699394261647350313747873254745413404
21720,"Pacific cod",2010,50,"G-05",56.9851,-165.21912,103.361331477024845146322553528344890446
21720,"Pacific cod",2010,50,"E-06",56.32198,-164.5795,5235.372613307562308197032569493346392505
21720,"Pacific cod",2010,51,"D-06",55.98453,-164.58043,962.871833063071449660960229602753122226
21720,"Pacific cod",2010,51,"F-05",56.65468,-165.21633,2043.039687197226908549168649262940987029
21720,"Pacific cod",2010,52,"E-05",56.32167,-165.2012,4557.217095965537624659241724120729642871
21720,"Pacific cod",2010,52,"C-06",55.6502,-164.59697,1329.569666757351742875630372158907808193
21720,"Pacific cod",2010,53,"D-05",55.99347,-165.17737,1419.572116747781991633793482068027649424
21720,"Pacific cod",2010,53,"B-06",55.3185,-164.57695,882.44416325207717372274072879182232562
21720,"Pacific cod",2010,54,"C-05",55.65265,-165.16512,195.344092298628106100339373972743830315
21720,"Pacific cod",2010,54,"A-06",55.00948,-164.603,69.15835868731804619435628623775591040798
21720,"Pacific cod",2010,55,"B-05",55.3135,-165.17812,588.779458842814228852224944588641426595
21720,"Pacific cod",2010,55,"A-05",55.0002,-165.16842,322.383306406242818553686529104820172221
21720,"Pacific cod",2010,56,"B-04",55.34612,-165.79482,27.92391017648953461991635137065201366691
21720,"Pacific cod",2010,56,"AZ0504",54.83128,-165.54038,267.683100136069037132524080638808321696
21720,"Pacific cod",2010,57,"D-03",56.01325,-166.40335,594.197804878440208695428889648520563818
21720,"Pacific cod",2010,57,"Z-05",54.68033,-165.13015,631.023778418986778070652189983695102558
21720,"Pacific cod",2010,58,"E-03",56.35023,-166.42207,1115.049321711829346701195173077614015552
21720,"Pacific cod",2010,58,"A-04",55.00278,-165.76032,44.73540180236853145379912365428585522948
21720,"Pacific cod",2010,59,"F-03",56.68595,-166.44277,4261.595431959806206255297605477970059462
21720,"Pacific cod",2010,59,"B-03",55.35057,-166.36507,0
21720,"Pacific cod",2010,60,"G-03",57.0134,-166.46818,426.104883737378102709711276604697319035
21720,"Pacific cod",2010,60,"C-03",55.676,-166.38313,0
21720,"Pacific cod",2010,61,"H-03",57.34407,-166.48552,1033.147605793943925216837923170998854344
21720,"Pacific cod",2010,61,"C-04",55.67978,-165.80635,113.766990713292995545616676708851894471
21720,"Pacific cod",2010,62,"I-03",57.67213,-166.50607,1648.575730855708366992132906314984349429
21720,"Pacific cod",2010,62,"D-04",56.01988,-165.79122,382.533058966792147648129545499311187041
21720,"Pacific cod",2010,63,"J-03",58.01617,-166.53522,949.58960993475379775038492003567084256
21720,"Pacific cod",2010,63,"E-04",56.3515,-165.80778,5475.900411824972061930291997389863556822
21720,"Pacific cod",2010,64,"K-03",58.3487,-166.56925,1597.117498242394195613313356853420146996
21720,"Pacific cod",2010,64,"F-04",56.68328,-165.84635,260.680511528772015537092434029428484199
21720,"Pacific cod",2010,65,"L-03",58.68752,-166.55643,850.035917745752467452944919611208484134
21720,"Pacific cod",2010,65,"G-04",57.01115,-165.84253,410.30432901016326817880283978514428786
21720,"Pacific cod",2010,66,"M-03",59.00818,-166.57873,159.064320801303184453415227646521932422
21720,"Pacific cod",2010,66,"H-04",57.34672,-165.87728,600.859114638642197697315807552028024469
21720,"Pacific cod",2010,67,"O-02",59.66463,-167.30877,6.47194734423640729259026748558373729071
21720,"Pacific cod",2010,67,"I-04",57.67815,-165.8993,148.7104423484209287259154228453384443
21720,"Pacific cod",2010,68,"O-01",59.67262,-167.97172,517.354706627277964007160131815100294082
21720,"Pacific cod",2010,68,"J-04",58.01507,-165.91175,484.368056051312625372943304899923530142
21720,"Pacific cod",2010,69,"P-01",60.01613,-167.98022,0
21720,"Pacific cod",2010,69,"K-04",58.3465,-165.91863,1136.917054808565486129419691244104637197
21720,"Pacific cod",2010,70,"Q-02",60.3392,-167.24292,0
21720,"Pacific cod",2010,70,"L-04",58.6763,-165.92577,568.239473351408501677467126753778773976
21720,"Pacific cod",2010,71,"Q-01",60.33125,-167.98793,248.757516461074484979308878592841863066
21720,"Pacific cod",2010,71,"M-04",59.01367,-165.93608,794.046389473071751465580241666749001965
21720,"Pacific cod",2010,72,"Q-18",60.33455,-168.70037,113.558464360406878138407921946901301237
21720,"Pacific cod",2010,72,"N-04",59.34347,-165.96955,293.690123113721295133698208593117700911
21720,"Pacific cod",2010,73,"Q-19",60.31795,-169.34715,4.04921679185864029291547481215672239134
21720,"Pacific cod",2010,74,"P-19",59.99473,-169.31558,144.948034704199655501720846750894412703
21720,"Pacific cod",2010,74,"O-04",59.6145,-165.9262,18.77138100721981059840608243364088323355
21720,"Pacific cod",2010,75,"P-18",59.993,-168.65205,3.56064999197096852139441144271095709218
21720,"Pacific cod",2010,75,"O-03",59.66637,-166.65928,100.704720525322189901185726842237095716
21720,"Pacific cod",2010,76,"O-18",59.67007,-168.625,316.34026027787508229965137655451776087
21720,"Pacific cod",2010,76,"N-03",59.33363,-166.61548,21.33430313745762468126267285989029910788
21720,"Pacific cod",2010,77,"O-19",59.65267,-169.26655,0
21720,"Pacific cod",2010,77,"N-02",59.32362,-167.29358,202.241543439574257508358727846949257031
21720,"Pacific cod",2010,78,"N-19",59.33287,-169.22535,114.028711113742542906043631332019810296
21720,"Pacific cod",2010,78,"M-02",58.99332,-167.24903,178.752381854668876031083809638951540126
21720,"Pacific cod",2010,79,"N-18",59.33425,-168.5491,176.29971786482173933602271916006605097
21720,"Pacific cod",2010,79,"M-01",59.00335,-167.91142,311.665379012535874133615331826263194458
21720,"Pacific cod",2010,80,"N-01",59.33745,-167.90817,104.79577290565473575699389212592678326
21720,"Pacific cod",2010,80,"L-01",58.67503,-167.83867,507.150935501389632195169021409452932873
21720,"Pacific cod",2010,81,"M-19",59.0047,-169.15078,259.359049892121347490079822846734739779
21720,"Pacific cod",2010,81,"L-02",58.65728,-167.2083,1835.074583452363127065445962406109731843
21720,"Pacific cod",2010,82,"M-18",58.98622,-168.5317,310.877622580264845841026373748704327131
21720,"Pacific cod",2010,82,"K-02",58.32085,-167.20257,847.597705083435591115524359677846509482
21720,"Pacific cod",2010,83,"L-18",58.65622,-168.50378,91.15652110619308701009038558429703870025
21720,"Pacific cod",2010,83,"J-02",57.9882,-167.16933,1618.271050491768623602194038000159121466
21720,"Pacific cod",2010,84,"L-19",58.65635,-169.14927,160.385093004301485137974559307511850036
21720,"Pacific cod",2010,84,"I-02",57.6567,-167.14308,1088.493518516740070336914203178029990185
21720,"Pacific cod",2010,85,"K-19",58.32402,-169.1127,0.760837882016700560585351469904973039287
21720,"Pacific cod",2010,85,"H-02",57.34882,-167.12533,368.302192592774919022083079106301059399
21720,"Pacific cod",2010,86,"K-18",58.33303,-168.4658,135.478164788802473393349495490209198704
21720,"Pacific cod",2010,86,"G-02",56.99065,-167.0888,288.311374043349961199984763805374044844
21720,"Pacific cod",2010,87,"K-01",58.31432,-167.83193,996.754319001979935502892961810829635802
21720,"Pacific cod",2010,87,"G-01",56.98297,-167.7115,1455.046003653748364405008706684794875803
21720,"Pacific cod",2010,88,"J-01",57.98523,-167.80262,422.914263744713571703191080353710111496
21720,"Pacific cod",2010,88,"F-01",56.65918,-167.66228,1753.908749943438527036326580856515775318
21720,"Pacific cod",2010,89,"I-01",57.6588,-167.76898,9032.179799576994634922786406614457991658
21720,"Pacific cod",2010,89,"F-02",56.66992,-167.05087,1032.28123712258739934735880787178830369
21720,"Pacific cod",2010,90,"H-01",57.31868,-167.7328,775.793777259772543092066324904619250977
21720,"Pacific cod",2010,90,"E-02",56.31675,-167.02598,1953.698966713614573292037225158738261378
21720,"Pacific cod",2010,91,"D-02",55.98947,-167.00585,1329.086924555293333014054477841603986019
21720,"Pacific cod",2010,92,"E-01",56.34383,-167.6685,831.783441483515408956321407477812589229
21720,"Pacific cod",2010,92,"C-02",55.65842,-166.992,0
21720,"Pacific cod",2010,93,"E-18",56.34057,-168.25927,595.689445554472779656568866214861949327
21720,"Pacific cod",2010,93,"A-03",55.00455,-166.36678,127.958780211601169543251134034689625315
21720,"Pacific cod",2010,94,"E-19",56.33207,-168.89762,464.885492152822714822172864712691454995
21720,"Pacific cod",2010,94,"A-02",55.02858,-166.94198,7.59212676298589611283109735122119023048
21720,"Pacific cod",2010,95,"E-20",56.35625,-169.47547,3100.835628562163800978727745113627361977
21720,"Pacific cod",2010,95,"B-02",55.34923,-166.96267,0
21720,"Pacific cod",2010,96,"E-21",56.33903,-170.073,1057.458212098460747557881602097997092803
21720,"Pacific cod",2010,96,"F-19",56.68818,-168.89615,544.168299582568661791510547083134613263
21720,"Pacific cod",2010,97,"D-18",55.99435,-168.22475,2075.574949891688387672318789884685893034
21720,"Pacific cod",2010,97,"GF1918",56.84965,-168.63263,4815.175483582960575604590507625249528889
21720,"Pacific cod",2010,98,"D-01",55.99662,-167.60557,36.59887163291872778980567868887884011174
21720,"Pacific cod",2010,98,"G-19",57.02265,-168.938,585.673132789807539860843440014034690537
21720,"Pacific cod",2010,99,"B-01",55.3508,-167.5847,393.237283765324119752113094738859383533
21720,"Pacific cod",2010,99,"HG1918",57.1811,-168.63198,6548.446149470137333984873569589602584767
21720,"Pacific cod",2010,100,"H-19",57.33863,-169.00505,13429.9537615292858547699506772617323494
21720,"Pacific cod",2010,100,"C-01",55.68183,-167.59578,442.240300430189856905215773172884756922
21720,"Pacific cod",2010,101,"IH1918",57.51368,-168.74523,435.709097126419961065630356968939646105
21720,"Pacific cod",2010,101,"C-18",55.6816,-168.2149,2082.546925040250328110204617697653679105
21720,"Pacific cod",2010,102,"JI1918",57.8444,-168.73822,583.710694759992945545838390754515369373
21720,"Pacific cod",2010,102,"E-22",56.34053,-170.69678,737.652267117244363041968261522055939897
21720,"Pacific cod",2010,103,"F-23",56.66762,-171.37275,538.867681552502588700267487383007604746
21720,"Pacific cod",2010,103,"I-19",57.64693,-169.03255,843.842016101900728621853721857932561541
21720,"Pacific cod",2010,104,"IH2019",57.49963,-169.39173,2089.083871116310566101189955030364758506
21720,"Pacific cod",2010,105,"F-24",56.66455,-171.99332,1114.949341883674329576971710698015951003
21720,"Pacific cod",2010,105,"I-20",57.6774,-169.66868,560.56504639300592552562097654239591531
21720,"Pacific cod",2010,106,"H-20",57.32152,-169.59253,27913.7864823348694316436251920122887865
21720,"Pacific cod",2010,106,"F-25",56.66263,-172.57293,1264.487914693091180398660902453558734091
21720,"Pacific cod",2010,107,"G-23",57.0003,-171.43705,1537.373783372281395281549098470769465422
21720,"Pacific cod",2010,107,"HG2019",57.16112,-169.30235,1648.493649340731719493054032838026831443
21720,"Pacific cod",2010,108,"HG2120",57.16427,-169.91073,26955.605964512267404384022868200465094
21720,"Pacific cod",2010,109,"G-21",57.00473,-170.15668,41954.6970473752818641641757554295938994
21720,"Pacific cod",2010,109,"G-24",57.01155,-172.02915,1828.720442433878545265337417852908526671
21720,"Pacific cod",2010,110,"G-25",56.9937,-172.64662,1808.977613876805496870559529992707590523
21720,"Pacific cod",2010,111,"G-26",57.012,-173.26957,211.679520743413759758484869926177504186
21720,"Pacific cod",2010,112,"H-26",57.32563,-173.3421,377.339341269603754656562646788256679232
21720,"Pacific cod",2010,113,"H-24",57.33308,-172.11342,1682.365671345772615191888852707328795366
21720,"Pacific cod",2010,114,"GF2120",56.83722,-169.88878,4413.214920104683884211443266561376797597
21720,"Pacific cod",2010,114,"H-25",57.35818,-172.83767,866.599583214250998522942938071080354676
21720,"Pacific cod",2010,115,"I-25",57.67625,-172.80018,1109.608035874896741097418185393768597741
21720,"Pacific cod",2010,115,"G-20",57.00523,-169.5397,4021.895783831404081673514634089054764872
21720,"Pacific cod",2010,116,"I-26",57.6909,-173.4057,519.505902505071845593369446326431195399
21720,"Pacific cod",2010,116,"GF2019",56.81938,-169.3065,1267.044642737058939582250162692637935336
21720,"Pacific cod",2010,117,"J-26",58.01107,-173.4677,1598.981651002062350442098507580672803361
21720,"Pacific cod",2010,117,"F-20",56.66282,-169.52718,368.639371042163191872927565791097720172
21720,"Pacific cod",2010,118,"F-18",56.66937,-168.29312,845.111030595112202616353245862597587511
21720,"Pacific cod",2010,118,"K-27",58.34543,-174.3166,1002.26409641346625384411385954720182995
21720,"Pacific cod",2010,119,"G-18",57.01982,-168.35048,3474.793839143586839779983730956115339838
21720,"Pacific cod",2010,120,"H-18",57.34748,-168.36538,448.602583472222956597143470174746290471
21720,"Pacific cod",2010,120,"K-26",58.34822,-173.56878,4758.593441237637796747724370875777445348
21720,"Pacific cod",2010,121,"I-18",57.67968,-168.39837,4937.128247939058749869560680371491182302
21720,"Pacific cod",2010,121,"L-26",58.6699,-173.64552,3590.767287580075024194279332091701435284
21720,"Pacific cod",2010,122,"L-27",58.67717,-174.27765,1365.954883030503310110935493887235415646
21720,"Pacific cod",2010,122,"H-21",57.3443,-170.20612,4540.82729099853421655431975965212118772
21720,"Pacific cod",2010,123,"H-22",57.35723,-170.87183,1812.172111765628369239213533805108501754
21720,"Pacific cod",2010,123,"L-28",58.69243,-174.8972,681.836662188402373006577957771736288614
21720,"Pacific cod",2010,124,"M-20",58.99958,-169.865,0
21720,"Pacific cod",2010,124,"M-28",59.01635,-174.9772,748.365990356968260477703095640246798592
21720,"Pacific cod",2010,125,"M-21",58.99893,-170.51443,0.3359829320670509938095144766645854390597
21720,"Pacific cod",2010,125,"M-27",59.00037,-174.36588,1684.038569179910133068618628369623369113
21720,"Pacific cod",2010,126,"M-26",58.99853,-173.68815,38739.5634332221076466471358473927596514
21720,"Pacific cod",2010,126,"M-22",59.00082,-171.16038,3.92146679635241526464709194337545164854
21720,"Pacific cod",2010,127,"M-25",58.98617,-173.08103,2349.320056424655576205512829422895418184
21720,"Pacific cod",2010,127,"M-23",59.00015,-171.80635,5237.991514133225101368355928576178430747
21720,"Pacific cod",2010,128,"J-22",57.99658,-170.9618,2475.143610625541076646211352054933417337
21720,"Pacific cod",2010,128,"M-24",58.9997,-172.45753,2932.487618385611260752454600747241289426
21720,"Pacific cod",2010,129,"L-29",58.66575,-175.56455,383.174784742238078243523997480181251784
21720,"Pacific cod",2010,129,"J-21",57.99933,-170.32262,1502.311407586067771052762774317742759095
21720,"Pacific cod",2010,130,"L-30",58.66518,-176.23513,313.181513350935146979772958591762328068
21720,"Pacific cod",2010,130,"J-20",58.00202,-169.6777,71.14980070127682992916773069499572552326
21720,"Pacific cod",2010,131,"J-19",58.00162,-169.04428,1.33939260065951691656474612971648099427
21720,"Pacific cod",2010,131,"L-31",58.6646,-176.86638,41.17583643631584711422626218376957616909
21720,"Pacific cod",2010,132,"J-18",57.99873,-168.4109,3.88583662689324854688512589483923291078
21720,"Pacific cod",2010,132,"M-31",59.02065,-176.94808,879.605353138428817268872647017146241686
21720,"Pacific cod",2010,133,"JI2019",57.83258,-169.3592,1.45620914340482878951953041226604676285
21720,"Pacific cod",2010,133,"M-32",59.00057,-177.62632,86.73582925957959352559879986872584492062
21720,"Pacific cod",2010,134,"JI2120",57.82785,-169.99417,663.311974771922323979161397734697011843
21720,"Pacific cod",2010,134,"M-30",59.00112,-176.29803,3629.218115242902172077057632902658768899
21720,"Pacific cod",2010,135,"I-21",57.63935,-170.26045,3036.870684896791053156145252150277488622
21720,"Pacific cod",2010,135,"M-29",58.99993,-175.70072,779.738597537827430988665328922392754488
21720,"Pacific cod",2010,136,"IH2120",57.50198,-170.00395,2714.021148616585446822922000170002804377
21720,"Pacific cod",2010,136,"N-29",59.33288,-175.7495,1935.474031119102036060674023018164352524
21720,"Pacific cod",2010,137,"IH2221",57.49792,-170.60425,8952.516014025941743519456650975089979651
21720,"Pacific cod",2010,137,"N-30",59.33412,-176.41657,1143.833292112250549967972127767366846617
21720,"Pacific cod",2010,138,"F-21",56.66362,-170.1574,1059.981119617917512568998513069664413704
21720,"Pacific cod",2010,138,"N-31",59.33347,-177.07523,560.044354679077647943646196912324691482
21720,"Pacific cod",2010,139,"F-22",56.67422,-170.7133,1071.390747942138056714405419510546694137
21720,"Pacific cod",2010,139,"O-31",59.68143,-177.16272,182.054688212014173310981554258759586731
21720,"Pacific cod",2010,140,"GF2221",56.8359,-170.49213,1513.790514861411065329460470684408406182
21720,"Pacific cod",2010,140,"O-30",59.66758,-176.5003,3896.170848173807954015306218995655833321
21720,"Pacific cod",2010,141,"G-22",57.01022,-170.81048,2570.24206165920866201934408166087575675
21720,"Pacific cod",2010,141,"O-29",59.66623,-175.84068,525.458105730695893252563418889204197282
21720,"Pacific cod",2010,142,"HG2221",57.11975,-170.48438,971.97910076544289680082059733167413975
21720,"Pacific cod",2010,142,"O-28",59.66585,-175.0747,955.571236287965415693787050566880332476
21720,"Pacific cod",2010,143,"JI2221",57.83128,-170.62083,2682.846867314450515088269410135534738213
21720,"Pacific cod",2010,143,"N-28",59.32125,-175.09577,280.581835547094363822571314951405412917
21720,"Pacific cod",2010,144,"I-22",57.65508,-170.90985,7392.968536438584533163779237471364961152
21720,"Pacific cod",2010,144,"L-25",58.65388,-172.991,6485.127969774807123358148607420381952109
21720,"Pacific cod",2010,145,"H-23",57.32948,-171.4793,5517.69169991326460784332297686555798299
21720,"Pacific cod",2010,145,"K-25",58.31888,-172.92098,4402.463805081332155722930138949970595431
21720,"Pacific cod",2010,146,"I-23",57.6696,-171.53113,1722.434531091688002657013970344024451255
21720,"Pacific cod",2010,146,"J-25",57.98303,-172.8634,420.976003162571462613542996026812986102
21720,"Pacific cod",2010,147,"J-23",58.00142,-171.57928,1871.70129008647521736603723402862891467
21720,"Pacific cod",2010,147,"J-24",57.99985,-172.25862,5268.105812297726053640481184169375979804
21720,"Pacific cod",2010,148,"N-21",59.33172,-170.5194,0
21720,"Pacific cod",2010,149,"N-20",59.33472,-169.88582,89.039507120560116749933168360601682389
21720,"Pacific cod",2010,150,"O-20",59.66802,-169.92367,0
21720,"Pacific cod",2010,151,"P-20",60.00953,-169.94527,0.3879518952581609722333129766352738148312
21720,"Pacific cod",2010,152,"Q-20",60.34235,-170.00888,0.5307672858133401590006288928877780814209
21720,"Pacific cod",2010,153,"L-20",58.66112,-169.79058,82.91441083169295872397792634129414040788
21720,"Pacific cod",2010,154,"K-20",58.33188,-169.73555,0
21720,"Pacific cod",2010,155,"K-21",58.33575,-170.38682,1425.42302969448460354818167274415957271
21720,"Pacific cod",2010,156,"L-21",58.67895,-170.4404,0
21720,"Pacific cod",2010,157,"L-22",58.66998,-171.10763,7753.622641666572869519427533128018593192
21720,"Pacific cod",2010,158,"O-21",59.67632,-170.57968,0
21720,"Pacific cod",2010,159,"P-21",60.00997,-170.62337,0
21720,"Pacific cod",2010,160,"Q-21",60.33965,-170.66057,0
21720,"Pacific cod",2010,161,"Q-22",60.3367,-171.38162,0
21720,"Pacific cod",2010,162,"Q-23",60.32715,-172.07017,121.174170889202519501148125269175193872
21720,"Pacific cod",2010,163,"L-23",58.6678,-171.73182,3258.786696148933330356666648217966459475
21720,"Pacific cod",2010,164,"L-24",58.66902,-172.40308,1238.616455887766845390995867521329978198
21720,"Pacific cod",2010,165,"K-24",58.32173,-172.31065,1436.44780093053789250524601036437400086
