"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"28",1984,1,-4,0,0,1,38.5,38.5,0.56,0,1,0,0,0,0,0,0,0,0,0,0,0
"29",1984,1,-4,0,0,1,39.5,39.5,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0
"30",1984,1,-4,0,0,1,40.5,40.5,0.14,0,1,0,0,0,0,0,0,0,0,0,0,0
"31",1984,1,-4,0,0,1,41.5,41.5,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0
"32",1984,1,-4,0,0,1,42.5,42.5,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0
"33",1984,1,-4,0,0,1,44.5,44.5,0.7,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0
"34",1984,1,-4,0,0,1,45.5,45.5,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0
"35",1984,1,-4,0,0,1,47.5,47.5,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0
"36",1984,1,-4,0,0,1,48.5,48.5,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0
"37",1984,1,-4,0,0,1,49.5,49.5,0.84,0,0,1,0,0,0,0,0,0,0,0,0,0
"38",1984,1,-4,0,0,1,50.5,50.5,0.28,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"39",1984,1,-4,0,0,1,51.5,51.5,0.42,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0
"40",1984,1,-4,0,0,1,52.5,52.5,0.42,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0
"41",1984,1,-4,0,0,1,53.5,53.5,0.84,0,0,0.166666666666667,0.666666666666667,0,0,0,0,0.166666666666667,0,0,0,0
"42",1984,1,-4,0,0,1,54.5,54.5,0.7,0,0,0,0.6,0.2,0.2,0,0,0,0,0,0,0
"43",1984,1,-4,0,0,1,55.5,55.5,0.28,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"44",1984,1,-4,0,0,1,56.5,56.5,0.28,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
"45",1984,1,-4,0,0,1,57.5,57.5,0.28,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"46",1984,1,-4,0,0,1,58.5,58.5,1.26,0,0,0,0.444444444444444,0.333333333333333,0.111111111111111,0,0.111111111111111,0,0,0,0,0
"47",1984,1,-4,0,0,1,59.5,59.5,0.7,0,0,0,0.6,0.2,0.2,0,0,0,0,0,0,0
"48",1984,1,-4,0,0,1,60.5,60.5,0.7,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0
"49",1984,1,-4,0,0,1,61.5,61.5,0.56,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0
"50",1984,1,-4,0,0,1,62.5,62.5,0.7,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0
"51",1984,1,-4,0,0,1,63.5,63.5,0.98,0,0,0,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286,0,0,0,0,0,0
"52",1984,1,-4,0,0,1,64.5,64.5,0.98,0,0,0,0,0.142857142857143,0.714285714285714,0.142857142857143,0,0,0,0,0,0
"53",1984,1,-4,0,0,1,65.5,65.5,0.84,0,0,0,0,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0,0,0,0,0
"54",1984,1,-4,0,0,1,66.5,66.5,0.7,0,0,0,0.2,0,0.4,0.2,0.2,0,0,0,0,0
"55",1984,1,-4,0,0,1,67.5,67.5,0.7,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0
"56",1984,1,-4,0,0,1,68.5,68.5,0.7,0,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0
"57",1984,1,-4,0,0,1,69.5,69.5,0.7,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0
"58",1984,1,-4,0,0,1,70.5,70.5,0.98,0,0,0,0,0,0.142857142857143,0.285714285714286,0,0.285714285714286,0.285714285714286,0,0,0
"59",1984,1,-4,0,0,1,71.5,71.5,0.42,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0
"60",1984,1,-4,0,0,1,72.5,72.5,0.42,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0
"61",1984,1,-4,0,0,1,73.5,73.5,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0
"62",1984,1,-4,0,0,1,74.5,74.5,0.28,0,0,0,0,0,0,0,1,0,0,0,0,0
"63",1984,1,-4,0,0,1,75.5,75.5,0.42,0,0,0,0,0,0,1,0,0,0,0,0,0
"64",1984,1,-4,0,0,1,76.5,76.5,0.28,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"65",1984,1,-4,0,0,1,77.5,77.5,0.28,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
"66",1984,1,-4,0,0,1,78.5,78.5,0.28,0,0,0,0,0,0,0,1,0,0,0,0,0
"67",1984,1,-4,0,0,1,80.5,80.5,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0
"68",1984,1,-4,0,0,1,82.5,82.5,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0
"69",1984,1,-4,0,0,1,84.5,84.5,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0
"70",1984,1,-4,0,0,1,87.5,87.5,0.28,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0
"71",1984,1,-4,0,0,1,88.5,88.5,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0
"72",1988,1,-4,0,0,1,13.5,13.5,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0
"73",1988,1,-4,0,0,1,15.5,15.5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
"74",1988,1,-4,0,0,1,17.5,17.5,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0
"75",1988,1,-4,0,0,1,20.5,20.5,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0
"76",1988,1,-4,0,0,1,21.5,21.5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
"77",1988,1,-4,0,0,1,22.5,22.5,0.7,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
"78",1988,1,-4,0,0,1,23.5,23.5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
"79",1988,1,-4,0,0,1,24.5,24.5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
"80",1988,1,-4,0,0,1,25.5,25.5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
"81",1988,1,-4,0,0,1,26.5,26.5,0.42,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0
"82",1988,1,-4,0,0,1,27.5,27.5,0.28,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"83",1988,1,-4,0,0,1,28.5,28.5,0.28,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"84",1988,1,-4,0,0,1,29.5,29.5,1.12,0.125,0.75,0.125,0,0,0,0,0,0,0,0,0,0
"85",1988,1,-4,0,0,1,30.5,30.5,0.84,0.166666666666667,0.166666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0
"86",1988,1,-4,0,0,1,31.5,31.5,1.26,0,0.555555555555556,0.444444444444444,0,0,0,0,0,0,0,0,0,0
"87",1988,1,-4,0,0,1,32.5,32.5,0.98,0,0.428571428571429,0.571428571428571,0,0,0,0,0,0,0,0,0,0
"88",1988,1,-4,0,0,1,33.5,33.5,0.84,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"89",1988,1,-4,0,0,1,34.5,34.5,1.54,0,0.363636363636364,0.636363636363636,0,0,0,0,0,0,0,0,0,0
"90",1988,1,-4,0,0,1,35.5,35.5,1.12,0,0.375,0.625,0,0,0,0,0,0,0,0,0,0
"91",1988,1,-4,0,0,1,36.5,36.5,1.26,0,0.444444444444444,0.555555555555556,0,0,0,0,0,0,0,0,0,0
"92",1988,1,-4,0,0,1,37.5,37.5,1.82,0,0.307692307692308,0.692307692307692,0,0,0,0,0,0,0,0,0,0
"93",1988,1,-4,0,0,1,38.5,38.5,1.4,0,0.5,0.4,0.1,0,0,0,0,0,0,0,0,0
"94",1988,1,-4,0,0,1,39.5,39.5,1.12,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0
"95",1988,1,-4,0,0,1,40.5,40.5,1.12,0,0.125,0.875,0,0,0,0,0,0,0,0,0,0
"96",1988,1,-4,0,0,1,41.5,41.5,1.68,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0
"97",1988,1,-4,0,0,1,42.5,42.5,1.82,0,0,0.769230769230769,0.230769230769231,0,0,0,0,0,0,0,0,0
"98",1988,1,-4,0,0,1,43.5,43.5,1.68,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"99",1988,1,-4,0,0,1,44.5,44.5,2.24,0,0,0.375,0.625,0,0,0,0,0,0,0,0,0
"100",1988,1,-4,0,0,1,45.5,45.5,2.38,0,0.0588235294117647,0.411764705882353,0.529411764705882,0,0,0,0,0,0,0,0,0
"101",1988,1,-4,0,0,1,46.5,46.5,2.38,0,0,0.235294117647059,0.764705882352941,0,0,0,0,0,0,0,0,0
"102",1988,1,-4,0,0,1,47.5,47.5,2.24,0,0.0625,0.25,0.625,0,0.0625,0,0,0,0,0,0,0
"103",1988,1,-4,0,0,1,48.5,48.5,2.52,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"104",1988,1,-4,0,0,1,49.5,49.5,2.1,0,0,0,0.933333333333333,0.0666666666666667,0,0,0,0,0,0,0,0
"105",1988,1,-4,0,0,1,50.5,50.5,2.52,0,0,0.0555555555555556,0.777777777777778,0.111111111111111,0.0555555555555556,0,0,0,0,0,0,0
"106",1988,1,-4,0,0,1,51.5,51.5,2.52,0,0,0.0555555555555556,0.666666666666667,0.277777777777778,0,0,0,0,0,0,0,0
"107",1988,1,-4,0,0,1,52.5,52.5,1.96,0,0,0.0714285714285714,0.642857142857143,0.285714285714286,0,0,0,0,0,0,0,0
"108",1988,1,-4,0,0,1,53.5,53.5,2.24,0,0,0,0.5625,0.4375,0,0,0,0,0,0,0,0
"109",1988,1,-4,0,0,1,54.5,54.5,1.82,0,0,0,0.384615384615385,0.615384615384615,0,0,0,0,0,0,0,0
"110",1988,1,-4,0,0,1,55.5,55.5,2.66,0,0,0,0.210526315789474,0.736842105263158,0,0.0526315789473684,0,0,0,0,0,0
"111",1988,1,-4,0,0,1,56.5,56.5,2.1,0,0,0,0.2,0.733333333333333,0.0666666666666667,0,0,0,0,0,0,0
"112",1988,1,-4,0,0,1,57.5,57.5,2.52,0,0,0,0.111111111111111,0.777777777777778,0.0555555555555556,0.0555555555555556,0,0,0,0,0,0
"113",1988,1,-4,0,0,1,58.5,58.5,2.24,0,0,0,0.125,0.6875,0.1875,0,0,0,0,0,0,0
"114",1988,1,-4,0,0,1,59.5,59.5,1.82,0,0,0,0.0769230769230769,0.769230769230769,0.153846153846154,0,0,0,0,0,0,0
"115",1988,1,-4,0,0,1,60.5,60.5,1.96,0,0,0,0.0714285714285714,0.785714285714286,0.142857142857143,0,0,0,0,0,0,0
"116",1988,1,-4,0,0,1,61.5,61.5,1.54,0,0,0,0.0909090909090909,0.727272727272727,0.181818181818182,0,0,0,0,0,0,0
"117",1988,1,-4,0,0,1,62.5,62.5,2.1,0,0,0,0,0.666666666666667,0.266666666666667,0.0666666666666667,0,0,0,0,0,0
"118",1988,1,-4,0,0,1,63.5,63.5,1.26,0,0,0,0,0.111111111111111,0.888888888888889,0,0,0,0,0,0,0
"119",1988,1,-4,0,0,1,64.5,64.5,1.26,0,0,0,0,0.555555555555556,0.444444444444444,0,0,0,0,0,0,0
"120",1988,1,-4,0,0,1,65.5,65.5,1.68,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0
"121",1988,1,-4,0,0,1,66.5,66.5,1.68,0,0,0,0,0.0833333333333333,0.416666666666667,0.5,0,0,0,0,0,0
"122",1988,1,-4,0,0,1,67.5,67.5,1.4,0,0,0,0,0,0.5,0.4,0.1,0,0,0,0,0
"123",1988,1,-4,0,0,1,68.5,68.5,1.12,0,0,0,0,0,0.5,0.375,0.125,0,0,0,0,0
"124",1988,1,-4,0,0,1,69.5,69.5,1.12,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0
"125",1988,1,-4,0,0,1,70.5,70.5,1.96,0,0,0,0,0,0.0714285714285714,0.428571428571429,0.5,0,0,0,0,0
"126",1988,1,-4,0,0,1,71.5,71.5,1.96,0,0,0,0,0,0.0714285714285714,0.285714285714286,0.285714285714286,0.214285714285714,0.0714285714285714,0.0714285714285714,0,0
"127",1988,1,-4,0,0,1,72.5,72.5,0.98,0,0,0,0,0,0,0.428571428571429,0.285714285714286,0.285714285714286,0,0,0,0
"128",1988,1,-4,0,0,1,73.5,73.5,0.84,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0,0,0.166666666666667,0
"129",1988,1,-4,0,0,1,74.5,74.5,1.4,0,0,0,0,0,0,0.3,0.2,0.2,0.1,0.2,0,0
"130",1988,1,-4,0,0,1,75.5,75.5,1.54,0,0,0,0,0,0,0.181818181818182,0.454545454545455,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0
"131",1988,1,-4,0,0,1,76.5,76.5,0.84,0,0,0,0,0,0,0,0.5,0.333333333333333,0,0,0.166666666666667,0
"132",1988,1,-4,0,0,1,77.5,77.5,0.7,0,0,0,0,0,0,0,0.4,0.4,0,0,0.2,0
"133",1988,1,-4,0,0,1,78.5,78.5,0.98,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,0,0,0
"134",1988,1,-4,0,0,1,79.5,79.5,0.7,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0
"135",1988,1,-4,0,0,1,80.5,80.5,0.7,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0,0
"136",1988,1,-4,0,0,1,81.5,81.5,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0
"137",1988,1,-4,0,0,1,82.5,82.5,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0
"138",1988,1,-4,0,0,1,83.5,83.5,0.28,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"139",1988,1,-4,0,0,1,87.5,87.5,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0
"140",1988,1,-4,0,0,1,89.5,89.5,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0
"141",1988,1,-4,0,0,1,92.5,92.5,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0
"142",1989,1,-4,0,0,1,102.5,102.5,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0
"143",1989,1,-4,0,0,1,12.5,12.5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
"144",1989,1,-4,0,0,1,14.5,14.5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
"145",1989,1,-4,0,0,1,15.5,15.5,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0
"146",1989,1,-4,0,0,1,16.5,16.5,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0
"147",1989,1,-4,0,0,1,17.5,17.5,0.56,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0
"148",1989,1,-4,0,0,1,18.5,18.5,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0
"149",1989,1,-4,0,0,1,19.5,19.5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
"150",1989,1,-4,0,0,1,21.5,21.5,0.56,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0
"151",1989,1,-4,0,0,1,22.5,22.5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
"152",1989,1,-4,0,0,1,23.5,23.5,0.28,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"153",1989,1,-4,0,0,1,25.5,25.5,0.28,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"154",1989,1,-4,0,0,1,26.5,26.5,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0
"155",1989,1,-4,0,0,1,27.5,27.5,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0
"156",1989,1,-4,0,0,1,28.5,28.5,0.56,0,1,0,0,0,0,0,0,0,0,0,0,0
"157",1989,1,-4,0,0,1,29.5,29.5,0.28,0,1,0,0,0,0,0,0,0,0,0,0,0
"158",1989,1,-4,0,0,1,30.5,30.5,0.98,0,0.857142857142857,0.142857142857143,0,0,0,0,0,0,0,0,0,0
"159",1989,1,-4,0,0,1,31.5,31.5,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0
"160",1989,1,-4,0,0,1,32.5,32.5,0.56,0,1,0,0,0,0,0,0,0,0,0,0,0
"161",1989,1,-4,0,0,1,33.5,33.5,0.7,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0
"162",1989,1,-4,0,0,1,34.5,34.5,0.7,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0
"163",1989,1,-4,0,0,1,35.5,35.5,0.84,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0
"164",1989,1,-4,0,0,1,36.5,36.5,1.54,0,0.454545454545455,0.545454545454545,0,0,0,0,0,0,0,0,0,0
"165",1989,1,-4,0,0,1,37.5,37.5,2.38,0,0.176470588235294,0.823529411764706,0,0,0,0,0,0,0,0,0,0
"166",1989,1,-4,0,0,1,38.5,38.5,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0
"167",1989,1,-4,0,0,1,39.5,39.5,1.68,0,0.416666666666667,0.416666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0
"168",1989,1,-4,0,0,1,40.5,40.5,1.54,0,0.272727272727273,0.727272727272727,0,0,0,0,0,0,0,0,0,0
"169",1989,1,-4,0,0,1,41.5,41.5,1.54,0,0,0.818181818181818,0.181818181818182,0,0,0,0,0,0,0,0,0
"170",1989,1,-4,0,0,1,42.5,42.5,1.4,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0
"171",1989,1,-4,0,0,1,43.5,43.5,0.84,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0
"172",1989,1,-4,0,0,1,44.5,44.5,2.1,0,0.0666666666666667,0.4,0.533333333333333,0,0,0,0,0,0,0,0,0
"173",1989,1,-4,0,0,1,45.5,45.5,1.4,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0
"174",1989,1,-4,0,0,1,46.5,46.5,2.24,0,0,0.375,0.625,0,0,0,0,0,0,0,0,0
"175",1989,1,-4,0,0,1,47.5,47.5,2.38,0,0,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,0,0,0,0,0
"176",1989,1,-4,0,0,1,48.5,48.5,2.8,0,0,0.2,0.75,0.05,0,0,0,0,0,0,0,0
"177",1989,1,-4,0,0,1,49.5,49.5,1.96,0,0,0,0.785714285714286,0.214285714285714,0,0,0,0,0,0,0,0
"178",1989,1,-4,0,0,1,50.5,50.5,2.38,0,0,0,0.941176470588235,0.0588235294117647,0,0,0,0,0,0,0,0
"179",1989,1,-4,0,0,1,51.5,51.5,2.8,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0
"180",1989,1,-4,0,0,1,52.5,52.5,2.52,0,0,0.0555555555555556,0.777777777777778,0.166666666666667,0,0,0,0,0,0,0,0
"181",1989,1,-4,0,0,1,53.5,53.5,2.66,0,0,0,0.526315789473684,0.473684210526316,0,0,0,0,0,0,0,0
"182",1989,1,-4,0,0,1,54.5,54.5,2.52,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0
"183",1989,1,-4,0,0,1,55.5,55.5,3.36,0,0,0,0.416666666666667,0.541666666666667,0.0416666666666667,0,0,0,0,0,0,0
"184",1989,1,-4,0,0,1,56.5,56.5,3.08,0,0,0,0.227272727272727,0.727272727272727,0.0454545454545455,0,0,0,0,0,0,0
"185",1989,1,-4,0,0,1,57.5,57.5,3.08,0,0,0,0.318181818181818,0.590909090909091,0.0909090909090909,0,0,0,0,0,0,0
"186",1989,1,-4,0,0,1,58.5,58.5,2.24,0,0,0,0.1875,0.75,0.0625,0,0,0,0,0,0,0
"187",1989,1,-4,0,0,1,59.5,59.5,2.38,0,0,0,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,0,0,0,0
"188",1989,1,-4,0,0,1,60.5,60.5,2.38,0,0,0,0.0588235294117647,0.882352941176471,0,0.0588235294117647,0,0,0,0,0,0
"189",1989,1,-4,0,0,1,61.5,61.5,1.54,0,0,0,0.0909090909090909,0.636363636363636,0.272727272727273,0,0,0,0,0,0,0
"190",1989,1,-4,0,0,1,62.5,62.5,1.68,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"191",1989,1,-4,0,0,1,63.5,63.5,1.4,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0
"192",1989,1,-4,0,0,1,64.5,64.5,2.38,0,0,0,0.0588235294117647,0.352941176470588,0.529411764705882,0,0,0.0588235294117647,0,0,0,0
"193",1989,1,-4,0,0,1,65.5,65.5,1.96,0,0,0,0,0.285714285714286,0.642857142857143,0,0.0714285714285714,0,0,0,0,0
"194",1989,1,-4,0,0,1,66.5,66.5,1.26,0,0,0,0,0.111111111111111,0.777777777777778,0.111111111111111,0,0,0,0,0,0
"195",1989,1,-4,0,0,1,67.5,67.5,2.1,0,0,0,0,0.2,0.533333333333333,0.2,0.0666666666666667,0,0,0,0,0
"196",1989,1,-4,0,0,1,68.5,68.5,1.96,0,0,0,0,0.142857142857143,0.571428571428571,0.214285714285714,0.0714285714285714,0,0,0,0,0
"197",1989,1,-4,0,0,1,69.5,69.5,1.12,0,0,0,0,0,0.375,0.5,0.125,0,0,0,0,0
"198",1989,1,-4,0,0,1,70.5,70.5,1.68,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0
"199",1989,1,-4,0,0,1,71.5,71.5,1.68,0,0,0,0,0,0.0833333333333333,0.666666666666667,0.166666666666667,0,0.0833333333333333,0,0,0
"200",1989,1,-4,0,0,1,72.5,72.5,1.4,0,0,0,0,0,0.1,0.6,0.2,0.1,0,0,0,0
"201",1989,1,-4,0,0,1,73.5,73.5,1.54,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.0909090909090909,0,0,0,0
"202",1989,1,-4,0,0,1,74.5,74.5,2.1,0,0,0,0,0,0.0666666666666667,0.133333333333333,0.466666666666667,0.2,0,0.0666666666666667,0.0666666666666667,0
"203",1989,1,-4,0,0,1,75.5,75.5,1.12,0,0,0,0,0,0,0.125,0.375,0.125,0.125,0,0.25,0
"204",1989,1,-4,0,0,1,76.5,76.5,0.84,0,0,0,0,0,0,0.333333333333333,0.5,0.166666666666667,0,0,0,0
"205",1989,1,-4,0,0,1,77.5,77.5,0.56,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
"206",1989,1,-4,0,0,1,78.5,78.5,0.42,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0
"207",1989,1,-4,0,0,1,79.5,79.5,0.98,0,0,0,0,0,0,0,0.285714285714286,0,0.571428571428571,0.142857142857143,0,0
"208",1989,1,-4,0,0,1,80.5,80.5,0.56,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0
"209",1989,1,-4,0,0,1,81.5,81.5,0.56,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0
"210",1989,1,-4,0,0,1,82.5,82.5,0.56,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0
"211",1989,1,-4,0,0,1,83.5,83.5,0.56,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0
"212",1989,1,-4,0,0,1,84.5,84.5,1.12,0,0,0,0,0,0,0.125,0.125,0,0.125,0.375,0.25,0
"213",1989,1,-4,0,0,1,85.5,85.5,0.28,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0
"214",1989,1,-4,0,0,1,86.5,86.5,0.28,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0
"215",1989,1,-4,0,0,1,87.5,87.5,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0
"216",1989,1,-4,0,0,1,88.5,88.5,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0
"217",1989,1,-4,0,0,1,90.5,90.5,0.28,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"218",1989,1,-4,0,0,1,92.5,92.5,0.28,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0
