"","Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"6529",1,1,1,1,1,1,1,1992,1,1992.5,"M","TIME",1091770,326089,400596,171505,40321.6,13958.5,10286.8,7634.35,9180.14,1332.05,2999.84,547.181,308.928,392.019,200.01,278.041,51.4205,28.2355,20.5837,11.2431,16.2289
"6530",1,1,1,1,1,1,1,1993,1,1993,"B","TIME",350894,899876,268770,265502,148438,34804.8,11607.5,8257.28,5981.31,7091.37,1021.2,2290.94,417.076,235.251,298.387,152.202,211.556,39.1223,21.4816,15.6597,20.8997
"6531",1,1,1,1,1,1,1,1993,1,1993.5,"M","TIME",289219,741700,221048,214790,115801,26008.8,8367.79,5810.31,4149.55,4882.48,700.412,1568.34,285.261,160.829,203.945,104.017,144.571,26.7341,14.6791,10.7007,14.281
"6532",1,1,1,1,1,1,1,1994,1,1994,"B","TIME",307854,238384,611329,168150,187161,106307,23122.6,7209.99,4900.17,3455.9,4039.16,577.463,1290.85,234.593,132.207,167.615,85.4781,118.797,21.9673,12.0615,20.5265
"6533",1,1,1,1,1,1,1,1994,1,1994.5,"M","TIME",253743,196482,502863,136268,146850,80299.7,16920.3,5164.06,3465.64,2427.63,2827.56,403.556,901.347,163.739,92.258,116.954,59.6393,82.884,15.3261,8.415,14.3205
"6534",1,1,1,1,1,1,1,1995,1,1995,"B","TIME",368753,209144,161946,386816,108320,117660,63312,12979.5,3886.22,2578.82,1795.53,2084.91,297.111,663.104,120.415,67.8344,85.9841,43.8442,60.9309,11.2666,16.713
"6535",1,1,1,1,1,1,1,1995,1,1995.5,"M","TIME",303939,172382,133165,312539,84253.7,87514.2,45363.8,9068.08,2675.05,1760.98,1221.13,1415.09,201.46,449.408,81.5896,45.9568,58.249,29.7007,41.2746,7.63189,11.321
"6536",1,1,1,1,1,1,1,1996,1,1996,"B","TIME",1021110,250517,142081,105126,253526,67346.4,68300.1,34546.1,6762.58,1970.39,1288.56,890.557,1030.32,146.564,326.818,59.3216,33.4104,42.3444,21.5904,30.0032,13.7769
"6537",1,1,1,1,1,1,1,1996,1,1996.5,"M","TIME",841636,206483,116862,85113.6,198299,50571.1,49570.1,24503.2,4732.42,1368.94,891.962,615.347,711.292,101.138,225.476,40.9222,23.0463,29.208,14.8922,20.6948,9.50246
"6538",1,1,1,1,1,1,1,1997,1,1997,"B","TIME",548886,693705,170188,88636,65351.3,149372,36821.3,35083.2,17002.7,3242.46,931.607,604.942,416.641,481.211,68.3958,152.45,27.6655,15.5796,19.7443,10.0668,20.4123
"6539",1,1,1,1,1,1,1,1997,1,1997.5,"M","TIME",452411,571768,139878,71338.7,50263.9,108916,25678.5,23740.4,11303.3,2135.09,610.473,395.463,272.047,314.027,44.6205,99.4413,18.0445,10.1611,12.8771,6.56537,13.3122
"6540",1,1,1,1,1,1,1,1998,1,1998,"B","TIME",317031,372892,471264,107442,57197.7,39017,80946.5,18371.4,16563.3,7770.36,1455.6,414.441,267.919,184.121,212.427,30.1765,67.2425,12.2009,6.87024,8.70638,13.4391
"6541",1,1,1,1,1,1,1,1998,1,1998.5,"M","TIME",261308,307347,387514,86790.5,44438,28949,57793.4,12780.9,11349.1,5280.96,985.191,279.934,180.786,124.181,143.237,20.345,45.332,8.225,4.63136,5.86905,9.05925
"6542",1,1,1,1,1,1,1,1999,1,1999,"B","TIME",878405,215379,253323,292311,68005.4,34079.1,21315.8,41128.9,8889.01,7789.75,3599.4,669.056,189.769,122.45,84.0742,96.9551,13.7698,30.6794,5.56626,3.1342,10.1023
"6543",1,1,1,1,1,1,1,1999,1,1999.5,"M","TIME",724011,177521,208261,235628,52473.9,24965.4,14952.6,28021.8,5953.85,5170.31,2378.09,441.045,124.96,80.5882,55.317,63.7833,9.05797,20.1806,3.66134,2.06157,6.64477
"6544",1,1,1,1,1,1,1,2000,1,2000,"B","TIME",789799,596755,146317,159683,190039,40877.5,18495.8,10605.5,19302.1,4031.6,3469.32,1588.4,293.92,83.1835,53.6169,36.7935,42.4188,6.02351,13.4195,2.43461,5.78911
"6545",1,1,1,1,1,1,1,2000,1,2000.5,"M","TIME",650979,491859,120093,128519,146255,29857.3,12936.1,7204.59,12890.5,2667.92,2285.21,1043.88,192.947,54.5767,35.1684,24.1302,27.8173,3.94992,8.79959,1.59644,3.79597
"6546",1,1,1,1,1,1,1,2001,1,2001,"B","TIME",471114,536559,405402,92949.1,103499,114060,22134.4,9186.09,4968.86,8739.29,1792.17,1527.93,696.349,128.564,36.3453,23.4138,16.0626,18.5156,2.62901,5.85675,3.58891
"6547",1,1,1,1,1,1,1,2001,1,2001.5,"M","TIME",388308,442237,333359,74681.3,80334.5,84699.9,15848.3,6418.25,3422.16,5972.59,1219.99,1038.09,472.653,87.2231,24.6522,15.8791,10.8929,12.5559,1.78276,3.97148,2.4336
"6548",1,1,1,1,1,1,1,2002,1,2002,"B","TIME",552544,320057,364497,259925,59731.9,62355.1,62708.6,11275.5,4445.93,2333.61,4038.51,821.377,697.418,317.209,58.5072,16.5318,10.6471,7.30326,8.41791,1.1952,4.29398
"6549",1,1,1,1,1,1,1,2002,1,2002.5,"M","TIME",455426,263799,299464,209487,45727.2,45719.9,44148.6,7725.13,2997.82,1560.09,2688.12,545.551,462.729,210.355,38.7885,10.9586,7.05724,4.84063,5.5793,0.792152,2.8459
"6550",1,1,1,1,1,1,1,2003,1,2003,"B","TIME",543009,375377,217429,202677,146470,30455.2,29095.9,26897.6,4570.67,1743.46,898.955,1541.66,312.147,264.455,120.152,22.1491,6.25669,4.02894,2.76337,3.18497,2.07673
"6551",1,1,1,1,1,1,1,2003,1,2003.5,"M","TIME",447566,309392,178679,162556,112332,21916.1,20149.2,18080.5,3019.36,1141.02,585.542,1001.82,202.611,171.557,77.923,14.3624,4.05677,2.61221,1.79162,2.06493,1.34638
"6552",1,1,1,1,1,1,1,2004,1,2004,"B","TIME",384333,368900,255006,104804,116851,77810.1,14419.9,12856.3,11265.7,1855.37,695.929,355.775,607.559,122.76,103.897,47.1802,8.695,2.45581,1.58127,1.08451,2.06491
"6553",1,1,1,1,1,1,1,2004,1,2004.5,"M","TIME",316780,304055,209544,84242.6,89177.1,56308,9892.51,8589.83,7392.4,1205.74,450.038,229.512,391.471,79.0522,66.8857,30.3684,5.59624,1.58053,1.01766,0.697948,1.32886
"6554",1,1,1,1,1,1,1,2005,1,2005,"B","TIME",663571,261101,250609,131982,75607.3,74907.1,45703.2,7758.62,6623.38,5633.81,913.111,339.715,172.97,294.797,59.507,50.3387,22.8532,4.21111,1.1893,0.765741,1.52505
"6555",1,1,1,1,1,1,1,2005,1,2005.5,"M","TIME",546938,215204,205885,106469,58540.1,55057.5,32329.9,5320.51,4480.64,3778.76,609.786,226.377,115.141,196.135,39.5808,33.478,15.1975,2.8003,0.790838,0.509183,1.01407
"6556",1,1,1,1,1,1,1,2006,1,2006,"B","TIME",1590180,450805,177376,121835,83980,43304.2,39305.5,22438.5,3608.59,3008.25,2520.77,405.444,150.271,76.37,130.039,26.2372,22.1895,10.0725,1.85591,0.524121,1.0095
"6557",1,1,1,1,1,1,1,2006,1,2006.5,"M","TIME",1310680,371558,145719,97978.1,64856.7,31754.8,27511.4,15273.5,2408.81,1992.31,1661.69,266.655,98.7198,50.1432,85.3578,17.2196,14.562,6.60985,1.21787,0.343929,0.662418
"6558",1,1,1,1,1,1,1,2007,1,2007,"B","TIME",578649,1080310,306242,83677,79564.6,49463.9,23538.1,19807.8,10809.3,1684.28,1386.25,1152.84,184.731,68.3418,34.701,59.0605,11.9135,10.0743,4.5727,0.84251,0.696168
"6559",1,1,1,1,1,1,1,2007,1,2007.5,"M","TIME",476942,890397,251698,67309.8,61179.8,36200.4,16455.4,13397.9,7186.35,1107.61,907.816,753.16,120.546,44.5709,22.6247,38.5012,7.76573,6.56657,2.98049,0.54914,0.453744
"6560",1,1,1,1,1,1,1,2008,1,2008,"B","TIME",2135310,393112,733872,119811,48055.7,41134.6,23779.2,10547.1,8439.8,4485.95,687.4,562.136,465.766,74.5003,27.5373,13.9761,23.7816,4.79656,4.0558,1.84085,0.619407
"6561",1,1,1,1,1,1,1,2008,1,2008.5,"M","TIME",1760000,324008,602241,95631.2,35988.6,28633.5,15623.6,6636.1,5169.51,2712.76,412.548,336.41,278.292,44.4786,16.4341,8.33914,14.1883,2.8615,2.4195,1.09814,0.36949
"6562",1,1,1,1,1,1,1,2009,1,2009,"B","TIME",298414,1450650,267051,378179,96984.3,33684.1,26185.6,13996.7,5859.56,4524.24,2364.13,358.623,292.158,241.555,38.5967,14.2589,7.23491,12.3091,2.48246,2.09898,1.2732
"6563",1,1,1,1,1,1,1,2009,1,2009.5,"M","TIME",245963,1195650,219581,302366,73446.4,23814.9,17503.3,9022.44,3688.55,2810.1,1459.54,220.636,179.51,148.31,23.6889,8.74982,4.43918,7.55219,1.52305,1.28775,0.781102
"6564",1,1,1,1,1,1,1,2010,1,2010,"B","TIME",1258530,202731,985467,153533,262126,65276.5,20359.5,14614.4,7430.35,3013.03,2285.59,1184.88,178.926,145.516,120.196,19.1963,7.08997,3.59695,6.11922,1.23405,1.67627
"6565",1,1,1,1,1,1,1,2010,1,2010.5,"M","TIME",1037320,167096,810159,124319,201991,47735.6,14195.2,9873.52,4931.44,1978.73,1492.68,771.945,116.411,94.6253,78.1377,12.4773,4.60803,2.33768,3.97683,0.801986,1.08935
"6566",1,1,1,1,1,1,1,2011,1,2011,"B","TIME",1682870,854995,137725,589662,102690,165090,37678.8,10806.9,7350.95,3627.16,1445.23,1086.28,560.884,84.5078,68.6693,56.6933,9.05209,3.34287,1.69581,2.88483,1.37197
"6567",1,1,1,1,1,1,1,2011,1,2011.5,"M","TIME",1387080,704701,113180,474077,79160.9,118544,25692.2,7093.61,4720.41,2302.76,911.675,682.999,352.154,53.016,43.0663,35.5489,5.67547,2.0958,1.06315,1.80854,0.860083
"6568",1,1,1,1,1,1,1,2012,1,2012,"B","TIME",944329,1143280,580827,78306.1,359600,59041,83455.7,17324.1,4633.4,3028.4,1463.77,576.544,430.797,221.864,33.3795,27.1081,22.373,3.57161,1.31884,0.668998,1.67923
"6569",1,1,1,1,1,1,1,2012,1,2012.5,"M","TIME",778348,942305,477237,62902.9,274836,42775,56812.7,11376.7,2973.59,1920.19,922.604,362.219,270.21,139.06,20.913,16.981,14.0134,2.23697,0.825988,0.418985,1.05165
"6570",1,1,1,1,1,1,1,2013,1,2013,"B","TIME",1853310,641541,776662,308696,47575.3,201726,30159.2,38202.3,7446.54,1913.42,1224.64,585.845,229.461,170.969,87.9402,13.2211,10.734,8.85745,1.41386,0.522049,0.929458
"6571",1,1,1,1,1,1,1,2013,1,2013.5,"M","TIME",1527560,528773,638325,247798,36282.4,144577,20594.6,24943.3,4754.81,1206.05,766.973,365.783,143.034,106.485,54.7514,8.22966,6.68088,5.51261,0.879916,0.32489,0.578418
"6572",1,1,1,1,1,1,1,2014,1,2014,"B","TIME",283179,1259070,435827,444872,216222,30456.9,116305,16041.9,18868.7,3545.43,891.831,564.808,268.835,105.013,78.1366,40.1659,6.03644,4.90012,4.0431,0.645341,0.66248
"6573",1,1,1,1,1,1,1,2014,1,2014.5,"M","TIME",233406,1037750,357571,357912,165872,22129.2,80707,10814.3,12434.1,2312.64,578.516,365.412,173.709,67.8094,50.4374,25.923,3.89554,3.1621,2.60898,0.416427,0.427475
"6574",1,1,1,1,1,1,1,2015,1,2015,"B","TIME",405529,192381,855333,212863,254442,113039,14411.8,50592.3,6618.4,7467.23,1377.06,342.878,216.09,102.616,40.0346,29.7694,15.2983,2.29874,1.86587,1.53945,0.49794
"6575",1,1,1,1,1,1,1,2015,1,2015.5,"M","TIME",334251,158565,702702,169878,195553,82677.3,10139.6,34676.6,4471.82,4994.8,917.178,227.858,143.448,68.0854,26.5555,19.7435,10.1454,1.52438,1.2373,1.02083,0.330184
"6576",1,1,1,1,1,1,1,2016,1,2016,"B","TIME",236264,275501,130693,343365,126759,137606,56700.1,6813.23,22979.9,2940.75,3266.72,598.45,148.491,93.4271,44.3311,17.2878,12.8522,6.60392,0.992242,0.805368,0.879377
"6577",1,1,1,1,1,1,1,2016,1,2016.5,"M","TIME",194737,227074,107386,275449,96185.4,100221,39685.2,4649.09,15447.2,1961.83,2168.43,396.423,98.2563,61.7885,29.3111,11.4289,8.49582,4.36529,0.65587,0.53234,0.581246
"6578",1,1,1,1,1,1,1,2017,1,2017,"B","TIME",273183,160509,187160,36966.1,219487,63632.9,66362.8,25908.5,3005.03,9921.19,1255.76,1384.79,252.914,62.6545,39.3907,18.6839,7.28466,5.41496,2.78225,0.418019,0.709738
"6579",1,1,1,1,1,1,1,2017,1,2017.5,"M","TIME",225167,132294,153955,29755.7,168433,46016.2,46450.2,17659.5,2017.76,6607.4,833.017,916.309,167.178,41.3924,26.0163,12.3385,4.81027,3.5755,1.83708,0.276007,0.468611
"6580",1,1,1,1,1,1,1,2018,1,2018,"B","TIME",1258910,185590,109040,75376.5,41598,159740,45409.3,44930.6,16865.5,1912.59,6236.78,784.682,862.011,157.186,38.9075,24.4511,11.5954,4.52039,3.35996,1.72631,0.699712
"6581",1,1,1,1,1,1,1,2018,1,2018.5,"M","TIME",1037640,152969,89661.5,61385.6,32890.5,122091,33691.5,32881.8,12219.8,1378.47,4482.67,563.249,618.247,112.697,27.8901,17.5257,8.31072,3.2398,2.40806,1.23723,0.501468
"6582",1,1,1,1,1,1,1,2019,1,2019,"B","TIME",272221,855254,126081,42366.7,56985.2,23772.4,90335.7,23898.6,23004.7,8457.22,948.555,3075.31,385.857,423.149,77.1039,19.0777,11.9869,5.6839,2.21571,1.64685,1.18906
"6583",1,1,1,1,1,1,1,2019,1,2019.5,"M","TIME",224373,704913,103726,34346.9,45237.3,18210.9,67269.3,17446.6,16657.3,6090.34,681.221,2205.52,276.543,303.146,55.228,13.6637,8.58468,4.07055,1.58676,1.17937,0.851511
"6584",1,1,1,1,1,1,1,2020,1,2020,"B","TIME",460723,184936,581000,49044.3,33280.7,34766.7,14120.3,49548,12565.8,11871.4,4310.65,480.497,1552.94,194.556,213.162,38.8256,9.60446,6.03395,2.86098,1.11523,1.42734
"6585",1,1,1,1,1,1,1,2020,1,2020.5,"M","TIME",379744,152429,477757,39839.8,26294.8,26848.4,10607.4,36579.9,9179.81,8637.49,3128.32,348.268,1124.87,140.884,154.327,28.107,6.9526,4.36782,2.07096,0.807266,1.03317
"6586",1,1,1,1,1,1,1,2021,1,2021,"B","TIME",615877,312998,125636,284653,43688.2,22346.7,22818.9,8467.74,28390,6988.81,6529.49,2354.22,261.514,843.724,105.616,115.656,21.0608,5.20919,3.27241,1.55154,1.37879
"6587",1,1,1,1,1,1,1,2021,1,2021.5,"M","TIME",507627,257980,103387,231269,34757,17318.4,17407.2,6361.32,21152.6,5183.71,4834.97,1741.48,193.354,623.662,78.0599,85.4731,15.564,3.84953,2.41824,1.14655,1.01888
"6588",1,1,1,1,1,1,1,2022,1,2022,"B","TIME",508286,418403,212633,67595,206314,27046.4,12944.9,12525.6,4439.31,14517.3,3526.48,3278.6,1178.58,130.731,421.469,52.7403,57.7403,10.5133,2.60021,1.63339,1.46259
"6589",1,1,1,1,1,1,1,2022,1,2022.5,"M","TIME",418947,344859,174875,54817.6,162138,20644.7,9620.04,9182.32,3216.82,10459.5,2533.28,2352.68,845.182,93.7201,302.099,37.7999,41.3812,7.53445,1.86343,1.17055,1.04814
"6590",1,1,1,1,1,1,1,2023,1,2023,"B","TIME",424533,345310,284241,118217,46130.1,125703,15375.7,6864.89,6419.52,2209.78,7123.96,1717.8,1592.78,571.64,63.3578,204.179,25.5446,27.9626,5.09106,1.2591,1.49911
"6591",1,1,1,1,1,1,1,2023,1,2023.5,"M","TIME",349915,284611,233797,95767.3,36310.5,95522,11406.1,4999.77,4636.09,1585.44,5095.59,1226.81,1136.88,407.883,45.2002,145.651,18.2214,19.9455,3.63136,0.898084,1.06926
"6592",1,1,1,1,1,1,1,2024,1,2024,"B","TIME",727117,288412,234582,171835,83404.6,29770.1,74363.2,8567.27,3657.02,3350.27,1135.1,3632.47,872.653,808.044,289.767,32.1033,103.435,12.9392,14.1629,2.5785,1.3969
"6593",1,1,1,1,1,1,1,2024,1,2024.5,"M","TIME",599314,237717,192921,138839,64980.2,22328.5,53930.3,6095.82,2568.87,2340.47,789.81,2522.9,605.546,560.524,200.964,22.2626,71.7244,8.9721,9.82042,1.78789,0.968569
"6594",1,1,1,1,1,1,1,2025,1,2025,"B","FORE",730779,493975,195932,141769,111361,49594.4,16211.1,37498.8,4137.58,1715.86,1552.63,521.353,1661.63,398.377,368.604,132.122,14.6344,47.145,5.89721,6.45462,1.81168
"6595",1,1,1,1,1,1,1,2025,1,2025.5,"M","FORE",602333,407149,161320,115808,89386.8,39033.6,12568.8,28757.1,3155.58,1304.17,1178.46,395.324,1259.4,301.876,279.292,100.104,11.0876,35.7184,4.46786,4.89013,1.37255
"6596",1,1,1,1,1,1,1,2026,1,2026,"B","FORE",730779,496463,335585,118683,94313.8,71054.9,30218.6,9537.14,21506.4,2342.83,963.934,869.408,291.277,927.398,222.231,205.582,73.6796,8.16055,26.2885,3.28827,4.60918
"6597",1,1,1,1,1,1,1,2026,1,2026.5,"M","FORE",602333,409200,276278,96878.1,75619.6,55759.1,23307.5,7276.21,16294,1769.26,726.566,654.815,219.268,697.963,167.232,154.696,55.4405,6.14033,19.7803,2.47419,3.46804
"6598",1,1,1,1,1,1,1,2027,1,2027,"B","FORE",730779,496463,337275,203240,78818.3,60021,42996.4,17564.2,5404.85,11993,1296.7,531.185,478.249,160.035,509.257,121.998,112.846,40.4406,4.47891,14.4281,4.33429
"6599",1,1,1,1,1,1,1,2027,1,2027.5,"M","FORE",602333,409200,277654,165824,63113.4,47039,33079,13349.9,4080.35,9018.27,973.357,398.334,358.494,119.929,381.586,91.4073,84.5476,30.2987,3.35564,10.8096,3.24724
"6600",1,1,1,1,1,1,1,2028,1,2028,"B","FORE",730779,496463,337275,204241,134827,50006.7,36209.8,24845.3,9867.88,2989.48,6573.18,707.827,289.294,260.224,87.0235,276.843,66.3108,61.3323,21.9787,2.43415,10.1966
"6601",1,1,1,1,1,1,1,2028,1,2028.5,"M","FORE",602333,409200,277636,166556,107806,39091.8,27782.5,18814.3,7416.42,2238.14,4910.67,528.311,215.813,194.085,64.8964,206.437,49.4449,45.732,16.3881,1.81497,7.60278
"6602",1,1,1,1,1,1,1,2029,1,2029,"B","FORE",730779,496463,337274,204215,135327,85251.1,29991.6,20793.6,13840.7,5402.35,1622.15,3549.24,381.383,155.689,139.976,46.7951,148.843,35.6485,32.9709,11.815,6.78959
