File_Type,date_collected,Vessel_Code,Cruise_Number,Year,Date_Released,Group,Read,Haul,Latitude,Longitude,Depth,Area,nmfs_area,Species,Sex,Length,Weight,Specimen,Final_Age,Final_Method,date_read,Table,Table2,year_rel
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,190,62,90,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,160,32,95,1,V,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,170,40,96,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,210,86,97,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,190,60,98,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,150,28,99,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,130,18,108,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,140,24,109,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,180,54,110,1,,4/20/2004,88200301202,0,2004
RACE,6/10/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,36,57.677,-162.1343,45,10,516,202,2,130,12,111,1,,4/20/2004,88200301202,0,2004
RACE,6/15/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,58,57.9748,-163.3635,43,10,509,202,2,140,18,179,1,,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,77,56.9866,-165.8491,71,31,513,202,2,190,58,246,1,,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,77,56.9866,-165.8491,71,31,513,202,2,200,62,255,1,V,4/20/2004,88200301202,0,2004
RACE,6/21/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,77,56.9866,-165.8491,71,31,513,202,2,160,30,256,1,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,79,57.656,-165.8809,62,31,513,202,1,190,58,284,1,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,79,57.656,-165.8809,62,31,513,202,1,180,50,287,1,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,79,57.656,-165.8809,62,31,513,202,1,170,36,288,1,V,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,1,140,22,303,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,1,150,28,304,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,1,130,18,305,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,1,140,22,306,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,2,180,50,313,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,2,140,22,314,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,2,150,26,315,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,80,57.994,-165.9019,53,10,513,202,2,160,34,316,1,,4/20/2004,88200301202,0,2004
RACE,6/22/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,81,58.3278,-165.9237,42,10,514,202,2,130,18,322,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,89,59.678,-166.6333,26,20,514,202,1,100,8,323,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,89,59.678,-166.6333,26,20,514,202,1,110,12,324,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,89,59.678,-166.6333,26,20,514,202,2,140,18,327,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,89,59.678,-166.6333,26,20,514,202,2,130,18,330,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,91,59.3444,-167.2693,30,20,514,202,1,130,14,334,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,91,59.3444,-167.2693,30,20,514,202,2,180,48,336,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,91,59.3444,-167.2693,30,20,514,202,2,170,34,337,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,91,59.3444,-167.2693,30,20,514,202,2,160,34,338,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,91,59.3444,-167.2693,30,20,514,202,2,90,8,339,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,91,59.3444,-167.2693,30,20,514,202,2,140,20,340,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,92,59.0122,-167.2346,38,20,514,202,2,150,28,351,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,92,59.0122,-167.2346,38,20,514,202,1,150,28,357,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,93,58.6798,-167.2138,43,20,514,202,1,180,50,366,1,,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,93,58.6798,-167.2138,43,20,514,202,1,160,34,368,1,V,4/20/2004,88200301202,0,2004
RACE,6/24/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,93,58.6798,-167.2138,43,20,514,202,1,170,40,369,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,190,54,652,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,200,64,662,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,160,32,663,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,190,56,664,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,160,24,669,1,,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,2,200,64,670,1,,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,170,30,675,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,210,96,691,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,160,34,692,1,,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,160,36,697,1,,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,210,90,698,1,V,4/20/2004,88200301202,0,2004
RACE,7/18/2003,88,200301,2003,6/30/2004,BS Groundfish survey,First,179,60.194,-173.0347,58,43,524,202,1,200,70,700,1,V,4/20/2004,88200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,210,86,2,1,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,170,50,3,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,210,84,4,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,170,38,5,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,150,32,6,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,140,26,7,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,180,52,8,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,200,74,9,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,190,56,10,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,230,120,13,1,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,200,82,14,1,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,110,8,25,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,140,20,26,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,1,150,26,27,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,210,80,29,1,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,170,38,30,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,220,96,31,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,180,48,32,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,210,94,33,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,150,26,34,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,240,136,35,1,V,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,160,34,36,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,180,50,39,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,170,42,40,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,150,28,41,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,200,74,42,1,,,89200301202,0,2004
RACE,6/5/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,15,55.9897,-161.6551,29,,512,202,2,260,162,52,1,V,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,180,46,182,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,200,60,183,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,2,160,34,184,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,190,50,185,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,170,42,186,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,160,32,187,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,2,150,28,188,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,150,28,189,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,160,32,190,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,2,140,18,191,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,130,16,192,1,,,89200301202,0,2004
RACE,6/21/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,73,56.9893,-166.4626,72,31,513,202,1,130,14,193,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,2,160,42,194,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,2,140,22,195,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,1,160,32,196,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,2,190,66,198,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,2,220,122,201,1,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,74,57.3182,-166.4844,67,31,513,202,2,170,56,207,1,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,2,190,64,227,1,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,2,230,104,228,1,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,2,180,54,229,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,2,140,24,230,1,,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,1,220,96,232,1,V,,89200301202,0,2004
RACE,6/22/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,76,57.9908,-166.5161,59,31,513,202,1,160,30,238,1,,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,92,57.3467,-167.7364,71,31,513,202,2,250,154,272,1,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,93,57.0112,-167.7029,68,31,513,202,2,230,98,291,1,,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,93,57.0112,-167.7029,68,31,513,202,2,190,60,292,1,V,,89200301202,0,2004
RACE,6/25/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,93,57.0112,-167.7029,68,31,513,202,1,140,24,303,1,,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,180,44,368,1,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,190,46,372,1,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,170,36,373,1,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,160,47,374,1,,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,140,34,375,1,,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,150,32,380,1,,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,2,120,14,381,1,,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,200,68,395,1,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,210,76,396,1,V,,89200301202,0,2004
RACE,6/28/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,108,57.324,-169.0079,69,42,513,202,1,170,64,397,1,V,,89200301202,0,2004
RACE,7/1/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,114,57.3468,-170.1889,55,42,521,202,1,220,96,399,1,V,,89200301202,0,2004
RACE,7/1/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,114,57.3468,-170.1889,55,42,521,202,1,240,124,400,1,V,,89200301202,0,2004
RACE,7/1/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,114,57.3468,-170.1889,55,42,521,202,1,220,106,401,1,V,,89200301202,0,2004
RACE,7/1/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,114,57.3468,-170.1889,55,42,521,202,1,190,62,402,1,V,,89200301202,0,2004
RACE,7/1/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,114,57.3468,-170.1889,55,42,521,202,2,240,144,403,1,V,,89200301202,0,2004
RACE,7/6/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,140,57.3223,-171.466,100,41,521,202,1,170,40,530,1,V,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,170,50,608,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,180,48,609,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,150,26,610,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,160,36,611,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,170,38,612,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,157,59.9949,-171.9757,65,43,521,202,2,150,26,613,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,170,42,615,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,200,70,616,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,140,18,618,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,180,56,619,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,160,34,621,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,180,52,622,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,120,16,623,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,1,130,16,624,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,2,190,58,629,1,,,89200301202,0,2004
RACE,7/13/2003,89,200301,2003,6/30/2004,BS Groundfish survey,First,158,60.1536,-172.3016,56,43,524,202,2,160,28,630,1,,,89200301202,0,2004
