year,delivery,adfg,vessel_name,ft_number,landing_rpt,length_cm,weight_lbs,weight_kg
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,85,16.9,7.7
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,63,7.7,3.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,60,5.5,2.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,66,7,3.2
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,59,4.9,2.2
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,69,9.2,4.2
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,52,3.3,1.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,56,4.3,2.0
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,58,5.7,2.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,61,6,2.7
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,62,7.2,3.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,47,2.4,1.1
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,53,5.4,2.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,72,10,4.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,67,8.4,3.8
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,68,9.4,4.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,63,6.3,2.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,71,9.6,4.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,62,5.9,2.7
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,64,7.8,3.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,82,16.7,7.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,65,7.7,3.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,86,19.6,8.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,70,8.6,3.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,81,14.1,6.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,66,7.2,3.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,64,7.2,3.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,66,8.6,3.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,72,9.9,4.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,59,5.4,2.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,92,21.6,9.8
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,92,26.4,12.0
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,72,9.8,4.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,65,8,3.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,68,9,4.1
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,61,6.6,3.0
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,62,5.9,2.7
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,50,3.4,1.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,65,8,3.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,93,26.3,11.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,60,6,2.7
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,60,6.3,2.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,71,9,4.1
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,64,7.4,3.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,48,2.7,1.2
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,62,5.6,2.5
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,76,11.8,5.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,60,5.1,2.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,63,7,3.2
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,92,26.2,11.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,67,7.5,3.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,61,6.3,2.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,64,6.7,3.0
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,85,20.6,9.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,60,5.8,2.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,73,10.6,4.8
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,66,7.9,3.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,66,7.2,3.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,65,7.4,3.4
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,70,8.6,3.9
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,63,7.3,3.3
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,70,10.2,4.6
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,61,6,2.7
2023,OPC23F0001,77144,Magnus Martens,E23  002225,8885774,63,5.3,2.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,58,5.8,2.6
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,91,25.1,11.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,69,9.6,4.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,87,19.7,8.9
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,88,21.6,9.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,53,3.5,1.6
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,66,7.7,3.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,88,20.9,9.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,60,5,2.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,97,29.2,13.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,78,13.6,6.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,95,9.3,4.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,76,11.9,5.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,63,6.7,3.0
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,66,7.4,3.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,82,15.8,7.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,61,4.9,2.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,88,21.4,9.7
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,69,9.2,4.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,77,13.8,6.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,70,9.3,4.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,67,7.4,3.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,77,13.7,6.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,66,7.4,3.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,50,2.8,1.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,69,10,4.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,86,16.6,7.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,86,21.5,9.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,72,10.3,4.7
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,83,18.5,8.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,73,12.1,5.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,90,20,9.1
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,59,7.9,3.6
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,95,23.7,10.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,72,10,4.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,80,14,6.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,81,16.3,7.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,92,26.1,11.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,82,166.3,75.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,59,5.4,2.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,57,4.6,2.1
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,79,14.1,6.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,64,6.1,2.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,84,19.1,8.7
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,74,11,5.0
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,80,15.1,6.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,71,9.9,4.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,64,8.3,3.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,90,25.4,11.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,81,15,6.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,65,7.3,3.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,97,27.1,12.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,72,10,4.5
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,69,9.6,4.4
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,85,21.5,9.8
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,78,13.4,6.1
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,68,9.2,4.2
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,71,9.5,4.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,50,2.8,1.3
2023,OPC23F0003,47511,Raven Bay,E23  003020,8888379,74,11.2,5.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,50,3.1,1.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,7.1,3.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,61,5.3,2.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,64,7.3,3.3
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,54,3.8,1.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,73,10.3,4.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,82,16.4,7.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,60,4.8,2.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,67,7.4,3.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,93,22.5,10.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,8,3.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,68,6.6,3.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,54,3.3,1.5
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,79,16.3,7.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,70,8.7,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,56,4.9,2.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,6.3,2.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,60,6.2,2.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,47,2.4,1.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,74,13.5,6.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,59,5.4,2.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,74,9.7,4.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,87,20.5,9.3
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,63,6.9,3.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,60,5.4,2.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,70,7.6,3.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,88,18.9,8.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,68,9.5,4.3
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,77,13.3,6.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,65,5.5,2.5
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,55,3.5,1.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,68,8.4,3.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,65,8.5,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,6.2,2.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,5.9,2.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,92,20.2,9.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,64,6.6,3.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,82,15.6,7.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,89,20.4,9.3
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,82,17.7,8.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,88,18.9,8.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,80,13,5.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,84,13.3,6.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,6.8,3.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,80,10.3,4.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,7.9,3.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,76,13.2,6.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,67,8,3.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,67,8.5,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,71,8.4,3.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,75,13.2,6.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,8.7,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,72,11.4,5.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,79,14.7,6.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,5.9,2.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,59,5.2,2.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,82,15.5,7.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,5.9,2.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,79,8.7,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,43,1.9,0.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,68,8.4,3.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,92,25.6,11.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,7.7,3.5
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,7.2,3.3
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,5.7,2.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,67,8.9,4.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,83,18,8.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,57,4.6,2.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,59,5.3,2.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,68,9.6,4.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,72,10.1,4.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,57,4.6,2.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,73,8.5,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,70,9.2,4.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,80,15.8,7.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,53,3.6,1.6
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,70,8.2,3.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,86,17.5,7.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,69,8.3,3.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,71,11.1,5.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,55,4.4,2.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,80,13.7,6.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,71,9.7,4.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,62,6.7,3.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,56,4.1,1.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,84,4,1.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,57,4.9,2.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,65,6.3,2.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,73,10.3,4.7
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,67,6.1,2.8
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,72,8.8,4.0
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,63,5.4,2.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,65,7.1,3.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,64,7.4,3.4
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,80,15.7,7.1
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,7.1,3.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,67,8.5,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,48,2.6,1.2
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,74,8.5,3.9
2023,OPC23F0005,999999,Multi Vessel/Mixed Delivery,D23  838188/D23  838187,8877699/8877698,66,5.8,2.6
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,66,6.6,3.0
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,60,6.1,2.8
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,72,10.6,4.8
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,78,11.8,5.4
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,98,27.4,12.4
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,71,9.2,4.2
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,63,6.9,3.1
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,93,21.1,9.6
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,65,7.4,3.4
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,53,4.3,2.0
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,69,7.7,3.5
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,99,27,12.2
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,60,4.7,2.1
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,70,9.2,4.2
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,80,14.3,6.5
2023,OPC23F0006,999999,Multi Vessel/Mixed Delivery,D23  000712/D23  000711/D23  000710,8877328/8877327/8877326,75,14.5,6.6
