"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR","STRATUM","STATIONID","LATITUDE","LONGITUDE","CPUE_KGHA","CPUE_NOHA"
"21720","Gadus macrocephalus","Pacific cod",2022,61,"J-24",58.01367,-172.25261,17.7926,2.7863
"21720","Gadus macrocephalus","Pacific cod",2022,61,"J-25",57.99351,-172.85982,5.0931,1.4741
"21720","Gadus macrocephalus","Pacific cod",2022,61,"K-25",58.32481,-172.91798,19.0913,5.4638
"21720","Gadus macrocephalus","Pacific cod",2022,61,"L-26",58.67509,-173.63922,22.3579,6.2336
"21720","Gadus macrocephalus","Pacific cod",2022,61,"L-25",58.66816,-173.04163,22.078,8.3574
"21720","Gadus macrocephalus","Pacific cod",2022,61,"I-26",57.64959,-173.37171,34.9522,7.0532
"21720","Gadus macrocephalus","Pacific cod",2022,61,"P-32",60.00594,-177.88346,11.9411,4.1063
"21720","Gadus macrocephalus","Pacific cod",2022,61,"Q-31",60.34954,-177.37788,3.221,0.5201
"21720","Gadus macrocephalus","Pacific cod",2022,61,"Q-30",60.33132,-176.71809,5.2052,1.5859
"21720","Gadus macrocephalus","Pacific cod",2022,61,"R-30",60.66039,-176.80346,10.0042,3.1285
"21720","Gadus macrocephalus","Pacific cod",2022,61,"R-32",60.66101,-178.18886,9.3259,2.2152
"21720","Gadus macrocephalus","Pacific cod",2022,61,"R-31",60.66418,-177.51617,15.4015,6.3381
"21720","Gadus macrocephalus","Pacific cod",2022,62,"N-26",59.35646,-173.77115,15.5998,5.6644
"21720","Gadus macrocephalus","Pacific cod",2022,62,"O-27",59.68206,-174.45835,12.1825,3.7705
"21720","Gadus macrocephalus","Pacific cod",2022,62,"N-27",59.36933,-174.42781,43.2954,14.4418
"21720","Gadus macrocephalus","Pacific cod",2022,62,"PO2726",59.83723,-174.18695,9.9438,2.8974
"21720","Gadus macrocephalus","Pacific cod",2022,62,"P-27",59.9715,-174.57733,16.7556,4.3271
"21720","Gadus macrocephalus","Pacific cod",2022,62,"Q-27",60.30474,-174.69428,24.7973,7.9536
"21720","Gadus macrocephalus","Pacific cod",2022,62,"O-26",59.67894,-173.83481,20.9886,6.9362
"21720","Gadus macrocephalus","Pacific cod",2022,82,"S-27",60.97671,-174.87717,8.3736,3.4586
"21720","Gadus macrocephalus","Pacific cod",2022,82,"T-27",61.30897,-175.00237,8.2294,3.7832
"21720","Gadus macrocephalus","Pacific cod",2022,82,"U-27",61.65203,-175.083,9.512,3.168
"21720","Gadus macrocephalus","Pacific cod",2022,82,"U-26",61.66733,-174.5009,0,0
"21720","Gadus macrocephalus","Pacific cod",2022,82,"T-26",61.35894,-174.33355,1.9918,1.0516
"21720","Gadus macrocephalus","Pacific cod",2022,82,"T-25",61.33889,-173.56343,22.7621,10.7867
"21720","Gadus macrocephalus","Pacific cod",2022,82,"U-25",61.64858,-173.66667,4.0129,2.6698
"21720","Gadus macrocephalus","Pacific cod",2022,82,"U-28",61.66781,-175.78701,0.3718,0.169
"21720","Gadus macrocephalus","Pacific cod",2022,82,"V-28",62.00117,-175.85567,0,0
"21720","Gadus macrocephalus","Pacific cod",2022,82,"V-27",61.99995,-175.20234,0.2477,0.1848
"21720","Gadus macrocephalus","Pacific cod",2022,82,"V-26",61.99947,-174.55306,5.691,1.6289
"21720","Gadus macrocephalus","Pacific cod",2022,82,"V-25",61.99226,-173.7716,0.7053,1.0293
"21720","Gadus macrocephalus","Pacific cod",2022,90,"S-29",61.00408,-176.27651,9.4148,3.4402
"21720","Gadus macrocephalus","Pacific cod",2022,90,"T-28",61.36642,-175.65716,15.5434,5.0472
"21720","Gadus macrocephalus","Pacific cod",2022,90,"S-28",61.02685,-175.53366,22.8581,7.4546
"21720","Gadus macrocephalus","Pacific cod",2022,90,"S-31",60.99524,-177.62141,5.9449,2.2624
"21720","Gadus macrocephalus","Pacific cod",2022,90,"S-30",60.99589,-176.96967,13.938,6.1475
"21720","Gadus macrocephalus","Pacific cod",2022,90,"T-30",61.33063,-176.96472,6.286,2.7522
"21720","Gadus macrocephalus","Pacific cod",2022,90,"T-29",61.33007,-176.33571,12.5319,2.8858
"21720","Gadus macrocephalus","Pacific cod",2022,90,"U-29",61.65277,-176.4648,7.5983,5.1969
"21720","Gadus macrocephalus","Pacific cod",2022,43,"QP2625",60.12231,-173.76777,1.2106,0.3614
"21720","Gadus macrocephalus","Pacific cod",2022,43,"Q-25",60.30844,-173.37383,14.6789,9.4873
"21720","Gadus macrocephalus","Pacific cod",2022,43,"QP2524",60.18422,-173.0335,80.7035,73.2262
"21720","Gadus macrocephalus","Pacific cod",2022,43,"PO2524",59.83888,-172.9151,1.8257,1.5057
"21720","Gadus macrocephalus","Pacific cod",2022,43,"O-25",59.67913,-173.2435,19.5254,12.8226
"21720","Gadus macrocephalus","Pacific cod",2022,43,"ON2524",59.51127,-172.90135,10.1518,4.3988
"21720","Gadus macrocephalus","Pacific cod",2022,43,"N-25",59.33786,-173.1448,17.7526,7.6192
"21720","Gadus macrocephalus","Pacific cod",2022,50,"B-05",55.35511,-165.169,7.5125,3.0562
"21720","Gadus macrocephalus","Pacific cod",2022,50,"E-02",56.35757,-167.03571,2.7318,1.274
"21720","Gadus macrocephalus","Pacific cod",2022,50,"D-02",56.03851,-167.02696,1.3245,0.3736
"21720","Gadus macrocephalus","Pacific cod",2022,50,"C-02",55.64321,-166.96952,0.5129,0.1819
"21720","Gadus macrocephalus","Pacific cod",2022,50,"B-01",55.33907,-167.53686,4.8759,1.646
"21720","Gadus macrocephalus","Pacific cod",2022,50,"C-01",55.65102,-167.55737,1.873,0.7245
"21720","Gadus macrocephalus","Pacific cod",2022,50,"C-18",55.65369,-168.15716,6.9742,4.4683
"21720","Gadus macrocephalus","Pacific cod",2022,50,"D-18",55.95714,-168.21477,4.9269,2.913
"21720","Gadus macrocephalus","Pacific cod",2022,50,"E-18",56.28659,-168.23046,53.3139,22.0817
"21720","Gadus macrocephalus","Pacific cod",2022,50,"F-18",56.65013,-168.2498,10.9438,3.851
"21720","Gadus macrocephalus","Pacific cod",2022,50,"A-05",55.0056,-165.15166,16.3929,6.6293
"21720","Gadus macrocephalus","Pacific cod",2022,50,"A-03",54.99934,-166.35944,1.2203,0.3632
"21720","Gadus macrocephalus","Pacific cod",2022,50,"A-02",54.99757,-166.92981,2.7786,1.6767
"21720","Gadus macrocephalus","Pacific cod",2022,50,"B-02",55.31196,-166.96484,0.3261,0.2038
"21720","Gadus macrocephalus","Pacific cod",2022,50,"E-21",56.34007,-170.063,8.8378,1.4763
"21720","Gadus macrocephalus","Pacific cod",2022,50,"E-20",56.37124,-169.46262,15.1182,5.571
"21720","Gadus macrocephalus","Pacific cod",2022,50,"AZ0504",54.82881,-165.50486,100.1998,37.9129
"21720","Gadus macrocephalus","Pacific cod",2022,50,"A-04",54.99801,-165.75513,11.4031,4.4979
"21720","Gadus macrocephalus","Pacific cod",2022,50,"B-04",55.32177,-165.78198,0.9749,0.5809
"21720","Gadus macrocephalus","Pacific cod",2022,50,"C-04",55.66592,-165.79373,0.1624,0.1899
"21720","Gadus macrocephalus","Pacific cod",2022,50,"D-03",56.01806,-166.40272,0.1801,0.1979
"21720","Gadus macrocephalus","Pacific cod",2022,50,"C-03",55.68131,-166.38122,3.0946,1.2354
"21720","Gadus macrocephalus","Pacific cod",2022,50,"B-03",55.35339,-166.36574,0,0
"21720","Gadus macrocephalus","Pacific cod",2022,50,"E-01",56.34521,-167.65296,3.1657,1.0872
"21720","Gadus macrocephalus","Pacific cod",2022,50,"D-01",56.01343,-167.61027,0.4683,0.1847
"21720","Gadus macrocephalus","Pacific cod",2022,50,"E-19",56.33326,-168.8723,16.3699,5.8572
"21720","Gadus macrocephalus","Pacific cod",2022,61,"G-23",56.97385,-171.40249,10.5432,3.1164
"21720","Gadus macrocephalus","Pacific cod",2022,61,"H-24",57.32088,-172.08917,16.116,2.5932
"21720","Gadus macrocephalus","Pacific cod",2022,61,"I-24",57.64168,-172.15451,10.4589,1.9132
"21720","Gadus macrocephalus","Pacific cod",2022,61,"M-26",58.97093,-173.69387,10.8049,3.4366
"21720","Gadus macrocephalus","Pacific cod",2022,61,"M-27",58.99262,-174.32675,11.9471,3.844
"21720","Gadus macrocephalus","Pacific cod",2022,61,"M-28",59.01953,-175.02026,36.8032,10.2938
"21720","Gadus macrocephalus","Pacific cod",2022,61,"M-29",59.00234,-175.68241,26.7378,5.6326
"21720","Gadus macrocephalus","Pacific cod",2022,61,"M-30",58.9812,-176.31471,11.6166,2.5782
"21720","Gadus macrocephalus","Pacific cod",2022,61,"N-30",59.32301,-176.36364,12.7018,3.7607
"21720","Gadus macrocephalus","Pacific cod",2022,61,"N-29",59.34918,-175.7633,9.7086,2.2862
"21720","Gadus macrocephalus","Pacific cod",2022,61,"N-28",59.3537,-175.10834,5.335,1.3695
"21720","Gadus macrocephalus","Pacific cod",2022,61,"P-28",59.99963,-175.21351,7.2355,1.3445
"21720","Gadus macrocephalus","Pacific cod",2022,61,"O-28",59.68828,-175.12523,8.6461,2.4288
"21720","Gadus macrocephalus","Pacific cod",2022,61,"O-29",59.66658,-175.80501,10.8124,1.9374
"21720","Gadus macrocephalus","Pacific cod",2022,61,"P-30",60.02075,-176.71927,10.4668,2.1132
"21720","Gadus macrocephalus","Pacific cod",2022,61,"P-29",60.01245,-175.91038,2.1849,0.3973
"21720","Gadus macrocephalus","Pacific cod",2022,61,"Q-29",60.31821,-176.01861,6.5323,0.9429
"21720","Gadus macrocephalus","Pacific cod",2022,61,"R-29",60.68639,-176.22221,17.2539,5.2127
"21720","Gadus macrocephalus","Pacific cod",2022,61,"R-28",60.69758,-175.45444,16.2396,6.5158
"21720","Gadus macrocephalus","Pacific cod",2022,61,"Q-28",60.35279,-175.38745,13.6099,2.8982
"21720","Gadus macrocephalus","Pacific cod",2022,61,"F-22",56.67938,-170.729,7.7492,2.3242
"21720","Gadus macrocephalus","Pacific cod",2022,61,"E-22",56.34102,-170.69195,1.1935,0.5988
"21720","Gadus macrocephalus","Pacific cod",2022,61,"F-23",56.65542,-171.34551,6.3025,2.4155
"21720","Gadus macrocephalus","Pacific cod",2022,61,"F-24",56.66231,-171.96244,7.6272,2.2411
"21720","Gadus macrocephalus","Pacific cod",2022,61,"G-24",56.9977,-172.04184,11.4727,3.7201
"21720","Gadus macrocephalus","Pacific cod",2022,61,"G-25",57.01261,-172.65308,18.1936,7.4516
"21720","Gadus macrocephalus","Pacific cod",2022,61,"F-25",56.68481,-172.57165,27.8895,5.411
"21720","Gadus macrocephalus","Pacific cod",2022,61,"G-26",57.0033,-173.24468,4.9426,2.1923
"21720","Gadus macrocephalus","Pacific cod",2022,61,"H-26",57.30181,-173.31599,9.9601,3.6454
"21720","Gadus macrocephalus","Pacific cod",2022,61,"H-25",57.33961,-172.81916,10.045,2.0268
"21720","Gadus macrocephalus","Pacific cod",2022,61,"I-25",57.65951,-172.79431,6.3561,1.4671
"21720","Gadus macrocephalus","Pacific cod",2022,41,"S-24",60.9995,-172.79254,18.8251,13.204
"21720","Gadus macrocephalus","Pacific cod",2022,41,"S-25",60.99741,-173.45661,6.1325,3.6745
"21720","Gadus macrocephalus","Pacific cod",2022,41,"R-25",60.67589,-173.42722,150.5331,70.3421
"21720","Gadus macrocephalus","Pacific cod",2022,41,"R-26",60.6907,-174.15491,1.6654,1.2506
"21720","Gadus macrocephalus","Pacific cod",2022,41,"M-24",58.98685,-172.42758,45.6523,26.5712
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-18",58.31099,-168.46481,6.7774,5.3319
"21720","Gadus macrocephalus","Pacific cod",2022,41,"Q-21",60.34023,-170.66476,10.1861,6.3822
"21720","Gadus macrocephalus","Pacific cod",2022,41,"P-21",60.01201,-170.62939,19.6007,9.2859
"21720","Gadus macrocephalus","Pacific cod",2022,41,"P-20",60.01267,-169.97385,25.5287,18.5729
"21720","Gadus macrocephalus","Pacific cod",2022,41,"O-20",59.68949,-169.92507,27.7833,26.4073
"21720","Gadus macrocephalus","Pacific cod",2022,41,"O-21",59.67936,-170.58513,12.592,5.4842
"21720","Gadus macrocephalus","Pacific cod",2022,41,"N-21",59.34034,-170.53983,25.2929,9.8968
"21720","Gadus macrocephalus","Pacific cod",2022,41,"M-21",59.02325,-170.48327,24.5663,10.5977
"21720","Gadus macrocephalus","Pacific cod",2022,41,"M-22",59.00588,-171.13461,10.0761,2.3511
"21720","Gadus macrocephalus","Pacific cod",2022,41,"L-22",58.67772,-171.083,7.4581,2.4224
"21720","Gadus macrocephalus","Pacific cod",2022,41,"L-21",58.67765,-170.43436,16.9725,6.624
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-21",58.35038,-170.38504,10.7679,3.3608
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-22",58.35033,-171.01595,2.9663,0.6527
"21720","Gadus macrocephalus","Pacific cod",2022,42,"HG2120",57.18581,-169.86464,2.396,1.191
"21720","Gadus macrocephalus","Pacific cod",2022,42,"G-20",57.00052,-169.57179,11.4427,4.5457
"21720","Gadus macrocephalus","Pacific cod",2022,42,"GF2120",56.8332,-169.82156,2.645,1.603
"21720","Gadus macrocephalus","Pacific cod",2022,42,"F-21",56.64287,-170.08987,7.387,1.7436
"21720","Gadus macrocephalus","Pacific cod",2022,42,"IH2120",57.48172,-169.9082,11.9021,3.9806
"21720","Gadus macrocephalus","Pacific cod",2022,42,"I-20",57.65528,-169.63745,17.3911,3.7661
"21720","Gadus macrocephalus","Pacific cod",2022,42,"JI2120",57.8177,-169.96495,7.6674,1.4199
"21720","Gadus macrocephalus","Pacific cod",2022,42,"J-20",57.99025,-169.68032,22.1783,7.2788
"21720","Gadus macrocephalus","Pacific cod",2022,42,"J-19",57.98669,-169.08032,19.3177,15.741
"21720","Gadus macrocephalus","Pacific cod",2022,42,"IH2221",57.52348,-170.57244,15.9096,5.1156
"21720","Gadus macrocephalus","Pacific cod",2022,42,"H-21",57.3426,-170.19542,61.6117,15.584
"21720","Gadus macrocephalus","Pacific cod",2022,42,"HG2221",57.14531,-170.49734,2.384,1.0558
"21720","Gadus macrocephalus","Pacific cod",2022,42,"G-21",57.00387,-170.15935,15.9088,12.7757
"21720","Gadus macrocephalus","Pacific cod",2022,42,"IH1918",57.48093,-168.73476,16.7675,4.7987
"21720","Gadus macrocephalus","Pacific cod",2022,42,"I-18",57.64234,-168.40236,6.562,4.2349
"21720","Gadus macrocephalus","Pacific cod",2022,42,"H-20",57.35749,-169.59438,13.174,4.5413
"21720","Gadus macrocephalus","Pacific cod",2022,42,"J-21",58.01894,-170.32229,9.5629,2.4372
"21720","Gadus macrocephalus","Pacific cod",2022,42,"JI2221",57.85866,-170.58398,14.3231,2.9214
"21720","Gadus macrocephalus","Pacific cod",2022,42,"I-21",57.68254,-170.31665,10.0483,2.5034
"21720","Gadus macrocephalus","Pacific cod",2022,42,"J-22",58.0068,-170.97146,24.7806,5.3506
"21720","Gadus macrocephalus","Pacific cod",2022,42,"I-22",57.6689,-170.89765,8.7805,1.775
"21720","Gadus macrocephalus","Pacific cod",2022,42,"H-22",57.35919,-170.86098,5.8851,1.7072
"21720","Gadus macrocephalus","Pacific cod",2022,42,"G-22",57.01305,-170.77942,10.6132,2.7976
"21720","Gadus macrocephalus","Pacific cod",2022,42,"GF2221",56.84227,-170.47992,16.409,5.1943
"21720","Gadus macrocephalus","Pacific cod",2022,42,"HG2019",57.17198,-169.32048,9.6568,6.4299
"21720","Gadus macrocephalus","Pacific cod",2022,42,"H-19",57.33119,-168.99938,28.2205,51.6571
"21720","Gadus macrocephalus","Pacific cod",2022,42,"IH2019",57.49301,-169.3638,19.9138,9.8274
"21720","Gadus macrocephalus","Pacific cod",2022,42,"I-19",57.65684,-169.0341,8.1327,4.8151
"21720","Gadus macrocephalus","Pacific cod",2022,42,"JI2019",57.83728,-169.3683,19.0527,7.5582
"21720","Gadus macrocephalus","Pacific cod",2022,42,"JI1918",57.81409,-168.73247,20.8657,8.3419
"21720","Gadus macrocephalus","Pacific cod",2022,42,"J-18",57.98925,-168.43586,11.0205,3.2596
"21720","Gadus macrocephalus","Pacific cod",2022,43,"N-23",59.32572,-171.86146,9.5067,2.6029
"21720","Gadus macrocephalus","Pacific cod",2022,43,"O-23",59.65633,-171.84077,5.3291,2.7349
"21720","Gadus macrocephalus","Pacific cod",2022,43,"PO2423",59.83113,-172.27376,0.0033,0.204
"21720","Gadus macrocephalus","Pacific cod",2022,43,"P-23",60.0017,-171.93972,25.9032,14.5035
"21720","Gadus macrocephalus","Pacific cod",2022,43,"ON2625",59.52214,-173.49469,16.1,6.968
"21720","Gadus macrocephalus","Pacific cod",2022,43,"Q-23",60.36195,-172.0698,73.6704,65.195
"21720","Gadus macrocephalus","Pacific cod",2022,43,"QP2423",60.17712,-172.30399,53.1113,45.8539
"21720","Gadus macrocephalus","Pacific cod",2022,43,"P-24",60.00236,-172.61887,24.458,14.9682
"21720","Gadus macrocephalus","Pacific cod",2022,43,"Q-26",60.35374,-174.08163,2.2845,1.0153
"21720","Gadus macrocephalus","Pacific cod",2022,43,"QP2726",60.19536,-174.35207,20.4123,5.8291
"21720","Gadus macrocephalus","Pacific cod",2022,43,"P-26",60.02593,-173.95862,14.0439,4.7701
"21720","Gadus macrocephalus","Pacific cod",2022,43,"PO2625",59.84519,-173.62207,30.4048,14.8253
"21720","Gadus macrocephalus","Pacific cod",2022,43,"N-24",59.32145,-172.4992,10.9219,7.2838
"21720","Gadus macrocephalus","Pacific cod",2022,43,"O-24",59.65921,-172.56289,5.1136,3.7083
"21720","Gadus macrocephalus","Pacific cod",2022,43,"P-25",60.00477,-173.32557,6.8578,3.2725
"21720","Gadus macrocephalus","Pacific cod",2022,31,"G-05",57.02398,-165.22092,11.8194,4.7412
"21720","Gadus macrocephalus","Pacific cod",2022,31,"I-03",57.69607,-166.50301,6.9633,8.8061
"21720","Gadus macrocephalus","Pacific cod",2022,31,"H-02",57.357,-167.09673,2.633,3.439
"21720","Gadus macrocephalus","Pacific cod",2022,31,"G-02",57.0257,-167.08641,18.3957,9.0429
"21720","Gadus macrocephalus","Pacific cod",2022,31,"F-02",56.67153,-167.07362,7.3476,2.6478
"21720","Gadus macrocephalus","Pacific cod",2022,31,"I-01",57.64379,-167.76505,3.7715,2.8206
"21720","Gadus macrocephalus","Pacific cod",2022,31,"F-08",56.67314,-163.4022,5.4254,4.8614
"21720","Gadus macrocephalus","Pacific cod",2022,31,"E-08",56.33932,-163.41718,11.9646,11.088
"21720","Gadus macrocephalus","Pacific cod",2022,31,"D-08",56.00979,-163.38989,2.755,3.5869
"21720","Gadus macrocephalus","Pacific cod",2022,31,"C-08",55.6892,-163.40913,3.8269,5.3812
"21720","Gadus macrocephalus","Pacific cod",2022,31,"B-08",55.33849,-163.42908,2.1077,3.314
"21720","Gadus macrocephalus","Pacific cod",2022,31,"B-07",55.31206,-164.01573,11.678,6.9378
"21720","Gadus macrocephalus","Pacific cod",2022,31,"A-06",55.04517,-164.5606,29.2939,27.4373
"21720","Gadus macrocephalus","Pacific cod",2022,31,"Z-05",54.70177,-165.11223,4.6088,2.2771
"21720","Gadus macrocephalus","Pacific cod",2022,31,"G-03",56.9961,-166.47655,16.2877,13.6464
"21720","Gadus macrocephalus","Pacific cod",2022,31,"H-03",57.31404,-166.4848,7.0963,5.3425
"21720","Gadus macrocephalus","Pacific cod",2022,31,"I-04",57.65657,-165.88168,2.9098,2.6509
"21720","Gadus macrocephalus","Pacific cod",2022,31,"J-02",58.01141,-167.17786,8.8584,6.0796
"21720","Gadus macrocephalus","Pacific cod",2022,31,"I-02",57.68581,-167.15125,9.1316,9.7869
"21720","Gadus macrocephalus","Pacific cod",2022,31,"H-01",57.33853,-167.73643,8.7373,5.7109
"21720","Gadus macrocephalus","Pacific cod",2022,31,"G-01",56.99284,-167.70598,20.301,6.8377
"21720","Gadus macrocephalus","Pacific cod",2022,31,"I-12",57.69638,-160.87253,34.9966,28.094
"21720","Gadus macrocephalus","Pacific cod",2022,31,"H-12",57.3373,-160.92724,23.7058,43.2137
"21720","Gadus macrocephalus","Pacific cod",2022,31,"G-12",57.00997,-160.9343,28.9331,61.9044
"21720","Gadus macrocephalus","Pacific cod",2022,31,"F-12",56.68964,-160.9781,16.1788,24.0946
"21720","Gadus macrocephalus","Pacific cod",2022,31,"E-10",56.33388,-162.19524,17.8172,9.947
"21720","Gadus macrocephalus","Pacific cod",2022,31,"D-10",56.00915,-162.27444,13.6322,15.4814
"21720","Gadus macrocephalus","Pacific cod",2022,31,"D-09",55.98851,-162.8336,9.6186,4.1497
"21720","Gadus macrocephalus","Pacific cod",2022,31,"E-09",56.32135,-162.81094,7.915,4.179
"21720","Gadus macrocephalus","Pacific cod",2022,31,"D-04",55.99365,-165.78996,2.0897,0.5674
"21720","Gadus macrocephalus","Pacific cod",2022,32,"F-20",56.67744,-169.57817,10.7899,7.4581
"21720","Gadus macrocephalus","Pacific cod",2022,32,"H-18",57.30936,-168.37863,4.129,2.6415
"21720","Gadus macrocephalus","Pacific cod",2022,32,"F-19",56.66344,-168.92118,9.0594,3.6576
"21720","Gadus macrocephalus","Pacific cod",2022,32,"GF2019",56.83162,-169.30535,19.507,6.7597
"21720","Gadus macrocephalus","Pacific cod",2022,32,"G-19",57.01057,-168.9435,24.3615,8.9469
"21720","Gadus macrocephalus","Pacific cod",2022,32,"GF1918",56.84469,-168.62432,11.0771,3.1258
"21720","Gadus macrocephalus","Pacific cod",2022,32,"G-18",56.9908,-168.34633,29.4015,12.446
"21720","Gadus macrocephalus","Pacific cod",2022,32,"HG1918",57.15944,-168.62006,10.2317,3.4829
"21720","Gadus macrocephalus","Pacific cod",2022,41,"J-01",57.98114,-167.80287,6.3153,3.8275
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-01",58.29696,-167.82854,22.6238,18.3845
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-19",58.32694,-169.10957,8.9143,6.9885
"21720","Gadus macrocephalus","Pacific cod",2022,41,"H-23",57.30579,-171.47541,19.5512,3.3992
"21720","Gadus macrocephalus","Pacific cod",2022,41,"J-23",57.98303,-171.59536,7.0945,1.439
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-23",58.3109,-171.64683,0.5118,0.2064
"21720","Gadus macrocephalus","Pacific cod",2022,41,"L-23",58.64796,-171.71111,4.9052,1.2534
"21720","Gadus macrocephalus","Pacific cod",2022,41,"I-23",57.6386,-171.53075,10.6514,2.1397
"21720","Gadus macrocephalus","Pacific cod",2022,41,"M-23",58.97864,-171.78251,18.4217,4.1645
"21720","Gadus macrocephalus","Pacific cod",2022,41,"N-22",59.31013,-171.18521,17.437,4.7313
"21720","Gadus macrocephalus","Pacific cod",2022,41,"O-22",59.65909,-171.27237,8.8599,3.9702
"21720","Gadus macrocephalus","Pacific cod",2022,41,"P-22",59.96814,-171.30588,8.8127,4.4919
"21720","Gadus macrocephalus","Pacific cod",2022,41,"R-27",60.64326,-174.81738,11.6414,2.9743
"21720","Gadus macrocephalus","Pacific cod",2022,41,"S-26",61.00249,-174.15042,8.4968,6.7062
"21720","Gadus macrocephalus","Pacific cod",2022,41,"L-19",58.6399,-169.12742,15.9564,6.3335
"21720","Gadus macrocephalus","Pacific cod",2022,41,"M-19",58.97631,-169.16847,17.3037,13.9852
"21720","Gadus macrocephalus","Pacific cod",2022,41,"N-20",59.34022,-169.88649,61.1261,50.8224
"21720","Gadus macrocephalus","Pacific cod",2022,41,"M-20",59.01357,-169.81786,37.0885,21.1909
"21720","Gadus macrocephalus","Pacific cod",2022,41,"L-20",58.68529,-169.77289,17.2811,8.1639
"21720","Gadus macrocephalus","Pacific cod",2022,41,"K-20",58.34781,-169.72683,16.9004,9.8528
"21720","Gadus macrocephalus","Pacific cod",2022,41,"Q-22",60.31367,-171.38067,19.04,12.0383
"21720","Gadus macrocephalus","Pacific cod",2022,41,"R-22",60.644,-171.43787,11.0382,7.9488
"21720","Gadus macrocephalus","Pacific cod",2022,41,"S-22",60.98727,-171.49993,16.3712,15.2482
"21720","Gadus macrocephalus","Pacific cod",2022,41,"S-23",61.01432,-172.14321,10.8645,6.9771
"21720","Gadus macrocephalus","Pacific cod",2022,41,"R-23",60.69421,-172.11196,28.144,14.3115
"21720","Gadus macrocephalus","Pacific cod",2022,41,"R-24",60.67567,-172.8329,138.4275,86.6481
"21720","Gadus macrocephalus","Pacific cod",2022,20,"L-01",58.63913,-167.86567,12.6858,10.049
"21720","Gadus macrocephalus","Pacific cod",2022,20,"M-18",58.97416,-168.53197,17.3797,15.6753
"21720","Gadus macrocephalus","Pacific cod",2022,20,"N-18",59.31493,-168.57692,3.2285,4.0233
"21720","Gadus macrocephalus","Pacific cod",2022,20,"N-19",59.35226,-169.20279,4.6438,5.8931
"21720","Gadus macrocephalus","Pacific cod",2022,20,"M-04",58.99438,-165.93523,2.8832,3.5469
"21720","Gadus macrocephalus","Pacific cod",2022,20,"N-04",59.32395,-165.94088,0.9477,1.5851
"21720","Gadus macrocephalus","Pacific cod",2022,20,"O-02",59.66845,-167.27717,2.4288,1.1355
"21720","Gadus macrocephalus","Pacific cod",2022,20,"N-02",59.3459,-167.2776,1.581,2.9038
"21720","Gadus macrocephalus","Pacific cod",2022,20,"M-02",59.01291,-167.23757,3.5715,5.7613
"21720","Gadus macrocephalus","Pacific cod",2022,20,"L-02",58.68101,-167.21796,3.1778,4.3379
"21720","Gadus macrocephalus","Pacific cod",2022,20,"K-02",58.34435,-167.18835,7.5909,12.941
"21720","Gadus macrocephalus","Pacific cod",2022,20,"L-18",58.6532,-168.49789,12.3719,7.1552
"21720","Gadus macrocephalus","Pacific cod",2022,20,"M-01",58.98252,-167.9031,1.0126,4.6509
"21720","Gadus macrocephalus","Pacific cod",2022,20,"N-01",59.31001,-167.91578,0.6009,1.1429
